,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,renda,tempo_ultima_compra,automoveis_adquiridos,avalicao_cliente
1291,460009,Masculino,Nao,46,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B,5177.74,7,1,7
1293,467827,Feminino,Nao,22,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D,14370.42,26,1,3
1294,463795,Masculino,Nao,18,Nao,Medico,1.0,Baixo,6.0,Cat_6,B,5441.2,2,1,6
1295,464313,Masculino,Sim,30,Nao,Do Lar,1.0,Medio,3.0,Cat_6,D,4380.02,18,1,8
1296,459230,Masculino,Sim,43,Nao,Ator/Atriz,7.0,Alto,4.0,Cat_6,B,7160.57,15,1,2
1297,462245,Feminino,Sim,49,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C,6158.67,3,1,5
1298,462926,Feminino,Nao,40,Sim,Do Lar,9.0,Baixo,2.0,Cat_6,A,4722.52,27,1,4
1299,460743,Masculino,Sim,55,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,C,7437.74,29,1,3
1300,464656,Feminino,Nao,33,Nao,Enfermeiro,1.0,Baixo,7.0,Cat_4,B,14509.91,20,1,10
1301,467656,Masculino,Nao,31,Sim,Enfermeiro,1.0,Baixo,5.0,Cat_6,D,11900.89,10,2,10
1302,460978,Feminino,Nao,35,Sim,Enfermeiro,3.0,Baixo,6.0,Cat_2,D,12295.74,32,4,7
1303,467684,Masculino,Nao,40,Sim,Enfermeiro,8.0,Baixo,3.0,Cat_2,D,12942.45,1,2,10
1304,467089,Masculino,Sim,69,Nao,Ator/Atriz,0.0,Medio,3.0,Cat_6,B,6790.16,22,2,9
1305,466091,Feminino,Sim,46,Sim,Ator/Atriz,1.0,Baixo,4.0,Cat_4,B,6222.29,3,1,5
1307,458997,Masculino,Sim,61,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,B,7723.31,0,2,10
1309,464507,Masculino,Sim,53,Sim,Ator/Atriz,0.0,Alto,3.0,Cat_6,C,2383.77,18,1,9
1311,467521,Masculino,Nao,19,Nao,Enfermeiro,7.0,Baixo,3.0,Cat_6,D,13255.8,33,2,7
1312,462743,Masculino,Nao,26,Nao,Enfermeiro,3.0,Baixo,4.0,Cat_3,D,12618.94,30,1,5
1314,463884,Feminino,Nao,26,Nao,Ator/Atriz,1.0,Baixo,1.0,Cat_6,D,6244.69,35,2,7
1315,463860,Masculino,Sim,39,Sim,Enfermeiro,0.0,Alto,3.0,Cat_6,C,13149.27,32,4,10
1316,459184,Masculino,Sim,39,Sim,Entretenimento,1.0,Baixo,4.0,Cat_4,A,7075.86,15,2,7
1317,460201,Feminino,Nao,45,Sim,Ator/Atriz,2.0,Baixo,1.0,Cat_6,A,10329.76,22,1,8
1318,464989,Masculino,Sim,47,Nao,Entretenimento,0.0,Medio,4.0,Cat_6,C,7403.81,18,1,5
1319,467782,Feminino,Nao,30,Sim,Entretenimento,0.0,Baixo,5.0,Cat_2,A,6298.67,33,1,10
1320,464923,Masculino,Sim,48,Nao,Executivo,5.0,Alto,2.0,Cat_4,A,8083.39,18,1,5
1322,462119,Masculino,Sim,71,Sim,Entretenimento,0.0,Baixo,2.0,Cat_6,A,5445.51,2,1,10
1323,465132,Feminino,Nao,41,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,A,7849.4,18,1,10
1324,463873,Masculino,Sim,57,Sim,Ator/Atriz,1.0,Medio,5.0,Cat_6,C,10581.11,1,4,6
1325,467633,Masculino,Sim,49,Nao,Entretenimento,0.0,Baixo,1.0,Cat_6,A,6802.02,14,1,9
1326,462780,Masculino,Sim,21,Nao,Enfermeiro,1.0,Alto,8.0,Cat_4,B,14903.66,0,1,2
1327,462445,Masculino,Nao,18,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,D,12440.67,35,1,10
1328,460664,Feminino,Nao,33,Nao,Do Lar,8.0,Baixo,1.0,Cat_6,D,4739.77,12,1,8
1329,465992,Masculino,Sim,53,Sim,Entretenimento,1.0,Baixo,3.0,Cat_6,A,7290.64,2,1,9
1330,463990,Masculino,Sim,55,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_4,B,6705.49,26,1,8
1331,463128,Masculino,Sim,73,Sim,Advogado,0.0,Alto,4.0,Cat_6,A,5821.9,8,1,6
1332,460775,Masculino,Sim,59,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,A,10103.8,33,1,10
1333,464118,Masculino,Nao,38,Sim,Entretenimento,0.0,Baixo,2.0,Cat_6,D,6567.73,36,1,10
1334,459264,Feminino,Nao,42,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,C,9177.32,37,2,9
1335,464069,Feminino,Sim,83,Sim,Advogado,1.0,Alto,2.0,Cat_6,A,5095.45,2,1,4
1336,465564,Masculino,Sim,46,Nao,Ator/Atriz,0.0,Medio,4.0,Cat_3,B,6488.62,11,2,8
1337,466387,Masculino,Sim,37,Sim,Entretenimento,8.0,Medio,2.0,Cat_6,B,5607.38,21,2,7
1339,465977,Masculino,Sim,71,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,8736.14,31,1,8
1340,462775,Feminino,Nao,18,Nao,Enfermeiro,7.0,Baixo,3.0,Cat_6,D,14546.28,37,4,9
1341,460286,Feminino,Nao,41,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_6,D,5984.43,32,2,8
1342,466294,Masculino,Sim,27,Sim,Enfermeiro,0.0,Baixo,5.0,Cat_4,D,12602.15,17,1,10
1343,466037,Feminino,Nao,53,Nao,Entretenimento,1.0,Baixo,1.0,Cat_4,A,7279.79,16,1,7
1344,466335,Feminino,Nao,28,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_4,B,14710.52,1,1,10
1345,461933,Masculino,Nao,18,Nao,Medico,0.0,Baixo,2.0,Cat_5,D,2955.82,31,1,10
1346,466681,Masculino,Nao,19,Nao,Enfermeiro,2.0,Baixo,4.0,Cat_6,D,14046.52,11,2,10
1347,466605,Feminino,Nao,32,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_3,B,12250.43,15,2,8
1348,461332,Masculino,Nao,30,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_2,C,13820.31,28,4,9
1349,461610,Masculino,Nao,36,Sim,Medico,0.0,Baixo,1.0,Cat_6,B,7328.4,20,1,10
1350,467707,Masculino,Sim,82,Sim,Advogado,5.0,Alto,2.0,Cat_6,A,5422.11,3,1,6
1351,465158,Masculino,Nao,45,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,A,2590.17,16,1,9
1352,459903,Masculino,Sim,27,Sim,Entretenimento,9.0,Baixo,4.0,Cat_6,C,6431.3,12,2,3
1353,464021,Feminino,Nao,18,Nao,Enfermeiro,1.0,Baixo,5.0,Cat_6,D,10962.87,17,4,10
1354,463325,Masculino,Sim,22,Nao,Medico,1.0,Baixo,4.0,Cat_6,A,7900.76,15,1,10
1355,459660,Feminino,Nao,22,Nao,Enfermeiro,2.0,Baixo,6.0,Cat_6,D,13790.24,22,3,5
1356,466423,Feminino,Nao,42,Nao,Do Lar,8.0,Baixo,1.0,Cat_3,D,4956.25,37,1,8
1357,465585,Masculino,Sim,69,Nao,Medico,1.0,Baixo,1.0,Cat_6,A,4221.02,8,1,10
1358,462671,Feminino,Sim,43,Sim,Do Lar,8.0,Alto,2.0,Cat_6,A,4533.93,12,1,5
1359,459603,Feminino,Sim,89,Nao,Advogado,3.0,Alto,2.0,Cat_6,A,4480.41,22,1,9
1360,463614,Feminino,Nao,26,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_3,C,11950.5,24,3,3
1361,465152,Masculino,Nao,43,Sim,Ator/Atriz,1.0,Baixo,3.0,Cat_6,B,5258.49,0,1,9
1362,460525,Masculino,Sim,30,Sim,Entretenimento,1.0,Medio,2.0,Cat_3,C,6306.05,14,1,8
1363,466108,Feminino,Sim,60,Sim,Executivo,0.0,Baixo,2.0,Cat_6,B,14174.46,29,2,10
1364,465400,Feminino,Sim,38,Sim,Medico,7.0,Alto,4.0,Cat_3,C,5938.01,15,1,10
1365,465681,Masculino,Sim,45,Sim,Entretenimento,0.0,Medio,2.0,Cat_4,A,4377.72,8,1,2
1366,466251,Masculino,Nao,20,Nao,Enfermeiro,3.0,Baixo,4.0,Cat_4,D,14581.84,30,3,9
1368,460569,Masculino,Sim,36,Sim,Entretenimento,1.0,Medio,4.0,Cat_3,C,6197.05,33,1,9
1370,463628,Feminino,Nao,30,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,A,8735.83,1,2,10
1371,467817,Feminino,Nao,23,Nao,Do Lar,0.0,Baixo,5.0,Cat_5,B,4321.72,20,1,6
1372,460406,Masculino,Sim,39,Sim,Enfermeiro,4.0,Baixo,2.0,Cat_6,B,11490.7,32,2,8
1373,464122,Masculino,Sim,63,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_6,B,4873.42,8,1,2
1374,459658,Masculino,Sim,60,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C,9474.38,31,1,10
1375,462757,Masculino,Nao,20,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,13941.2,34,3,1
1376,459529,Feminino,Sim,89,Nao,Advogado,1.0,Alto,2.0,Cat_6,A,4247.09,6,1,10
1377,465920,Masculino,Nao,43,Sim,Executivo,1.0,Baixo,4.0,Cat_6,A,9464.64,20,1,8
1378,463262,Feminino,Sim,70,Nao,Advogado,3.0,Alto,2.0,Cat_6,A,7440.16,30,1,9
1379,465631,Masculino,Nao,35,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,A,9221.73,13,1,7
1380,467164,Masculino,Sim,42,Sim,Ator/Atriz,0.0,Alto,2.0,Cat_6,B,9847.9,29,1,9
1381,467859,Masculino,Sim,39,Sim,Medico,6.0,Medio,2.0,Cat_3,C,5524.49,19,2,6
1382,461703,Feminino,Sim,29,Sim,Enfermeiro,0.0,Baixo,2.0,Cat_6,A,14410.07,11,2,5
1383,466097,Feminino,Sim,74,Nao,Advogado,1.0,Baixo,1.0,Cat_6,A,3451.39,13,1,8
1384,464390,Masculino,Sim,41,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C,7719.02,10,1,9
1385,465423,Masculino,Sim,51,Sim,Entretenimento,0.0,Medio,4.0,Cat_7,C,7104.5,19,1,5
1386,461337,Masculino,Sim,50,Sim,Executivo,1.0,Alto,3.0,Cat_6,C,11859.35,35,2,8
1388,460390,Masculino,Nao,36,Sim,Ator/Atriz,9.0,Baixo,3.0,Cat_6,A,11936.67,21,3,4
1389,465286,Masculino,Nao,36,Sim,Ator/Atriz,8.0,Baixo,1.0,Cat_6,B,4130.03,25,1,7
1390,460294,Feminino,Sim,50,Sim,Medico,1.0,Baixo,2.0,Cat_6,D,7985.44,1,1,1
1391,461248,Feminino,Nao,37,Nao,Enfermeiro,1.0,Baixo,1.0,Cat_6,D,13441.39,14,1,10
1392,464336,Masculino,Sim,65,Sim,Executivo,0.0,Alto,4.0,Cat_6,C,15198.3,25,1,10
1393,467595,Feminino,Nao,26,Sim,Enfermeiro,0.0,Baixo,1.0,Cat_6,D,14235.73,29,4,9
1394,466406,Masculino,Sim,55,Sim,Entretenimento,1.0,Baixo,3.0,Cat_6,A,7355.94,0,1,9
1395,465092,Masculino,Sim,65,Sim,Executivo,0.0,Alto,2.0,Cat_6,C,14761.33,34,1,10
1396,459492,Feminino,Sim,72,Sim,Advogado,1.0,Alto,2.0,Cat_6,A,6003.24,32,1,10
1397,461426,Masculino,Sim,51,Sim,Ator/Atriz,7.0,Medio,2.0,Cat_6,C,2777.61,17,1,10
1398,467022,Masculino,Nao,25,Sim,Ator/Atriz,1.0,Baixo,5.0,Cat_6,D,2881.97,20,1,8
1399,467330,Masculino,Sim,38,Nao,Executivo,0.0,Alto,3.0,Cat_6,C,16721.03,4,3,9
1400,461320,Feminino,Nao,39,Sim,Ator/Atriz,0.0,Baixo,3.0,Cat_6,B,9519.81,25,1,8
1401,466283,Feminino,Sim,62,Sim,Ator/Atriz,0.0,Alto,2.0,Cat_6,B,4010.27,15,1,10
1402,463705,Feminino,Sim,37,Sim,Ator/Atriz,4.0,Medio,2.0,Cat_2,C,2536.49,36,1,6
1405,466543,Masculino,Nao,31,Sim,Medico,14.0,Baixo,2.0,Cat_7,A,4363.75,13,1,10
1406,463772,Feminino,Nao,31,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,10827.75,3,1,8
1407,459757,Masculino,Sim,67,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,B,4206.6,11,1,10
1408,464452,Feminino,Nao,72,Sim,Advogado,0.0,Baixo,1.0,Cat_6,C,5103.55,25,1,10
1410,464368,Masculino,Sim,36,Sim,Entretenimento,4.0,Medio,2.0,Cat_6,B,7945.81,28,1,8
1411,466923,Feminino,Nao,21,Nao,Do Lar,9.0,Baixo,1.0,Cat_6,D,4786.18,29,1,5
1412,459878,Masculino,Sim,47,Nao,Entretenimento,1.0,Medio,5.0,Cat_6,C,8182.68,19,1,8
1413,467279,Feminino,Nao,25,Sim,Entretenimento,8.0,Baixo,3.0,Cat_6,D,6751.92,10,1,7
1415,460787,Masculino,Nao,29,Sim,Enfermeiro,0.0,Baixo,4.0,Cat_6,A,12706.61,19,2,7
1416,466240,Masculino,Nao,21,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_4,D,14116.61,31,1,2
1417,466621,Masculino,Sim,66,Sim,Advogado,0.0,Baixo,1.0,Cat_6,C,3983.8,22,1,8
1418,464619,Masculino,Sim,27,Sim,Entretenimento,10.0,Baixo,2.0,Cat_6,B,6337.97,22,2,10
1419,467404,Masculino,Sim,52,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_6,C,6348.44,5,2,7
1420,461314,Masculino,Sim,46,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C,7995.77,0,1,10
1421,463340,Feminino,Nao,23,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_3,D,12981.47,29,4,2
1422,467870,Masculino,Nao,27,Sim,Entretenimento,0.0,Baixo,5.0,Cat_6,B,6141.98,33,2,7
1423,462200,Feminino,Sim,52,Sim,Medico,1.0,Baixo,3.0,Cat_4,B,4540.81,32,1,10
1424,465591,Masculino,Sim,65,Nao,Ator/Atriz,0.0,Medio,2.0,Cat_4,A,8686.6,34,1,7
1425,460812,Masculino,Sim,59,Nao,Entretenimento,1.0,Baixo,2.0,Cat_6,A,7765.94,37,2,8
1426,467105,Feminino,Sim,45,Sim,Advogado,0.0,Baixo,1.0,Cat_6,B,2074.14,5,1,3
1428,461726,Feminino,Sim,53,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_3,C,7710.64,15,1,2
1429,463577,Feminino,Sim,37,Sim,Medico,1.0,Medio,2.0,Cat_6,C,4843.28,33,1,7
1430,463038,Masculino,Sim,63,Sim,Executivo,0.0,Alto,5.0,Cat_6,D,14732.6,6,3,6
1431,464928,Feminino,Sim,50,Sim,Ator/Atriz,1.0,Baixo,3.0,Cat_4,C,6433.53,7,1,8
1432,467312,Feminino,Sim,62,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C,12756.7,25,2,10
1433,464887,Masculino,Sim,49,Sim,Ator/Atriz,1.0,Medio,8.0,Cat_4,C,2946.46,5,1,5
1434,460555,Masculino,Sim,46,Sim,Do Lar,6.0,Medio,3.0,Cat_3,C,4570.38,6,1,10
1435,461329,Masculino,Sim,53,Sim,Executivo,1.0,Alto,4.0,Cat_6,C,15383.59,10,3,10
1436,459648,Feminino,Sim,42,Sim,Ator/Atriz,2.0,Alto,2.0,Cat_6,C,7499.72,36,1,9
1437,460835,Feminino,Sim,28,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_5,A,8309.76,6,1,10
1439,460868,Masculino,Sim,35,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,B,6245.81,30,2,10
1440,467485,Masculino,Sim,58,Sim,Advogado,0.0,Alto,2.0,Cat_6,B,3422.78,5,1,10
1441,467351,Masculino,Sim,41,Nao,Ator/Atriz,8.0,Medio,2.0,Cat_6,C,4791.52,5,1,9
1442,465864,Masculino,Sim,32,Sim,Entretenimento,9.0,Medio,2.0,Cat_6,D,7986.93,33,4,10
1443,467232,Masculino,Nao,33,Nao,Entretenimento,0.0,Baixo,2.0,Cat_6,A,7174.74,36,1,9
1444,466855,Masculino,Sim,69,Nao,Entretenimento,0.0,Baixo,5.0,Cat_3,A,7644.1,30,1,9
1445,467238,Feminino,Nao,31,Nao,Medico,6.0,Baixo,4.0,Cat_6,D,6690.4,30,1,8
1447,459047,Feminino,Nao,21,Nao,Enfermeiro,1.0,Baixo,5.0,Cat_4,D,11398.28,23,2,8
1448,464363,Feminino,Sim,41,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,C,5657.95,19,2,5
1449,462565,Masculino,Sim,49,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,C,5648.68,19,2,10
1450,463226,Feminino,Sim,38,Sim,Executivo,0.0,Medio,2.0,Cat_6,A,2323.64,21,1,10
1451,467671,Feminino,Sim,52,Sim,Ator/Atriz,9.0,Baixo,4.0,Cat_6,C,7665.61,10,2,7
1452,460374,Feminino,Nao,46,Sim,Ator/Atriz,6.0,Baixo,2.0,Cat_6,C,5599.41,6,2,10
1453,463077,Masculino,Nao,28,Nao,Medico,4.0,Baixo,3.0,Cat_6,C,7342.7,27,1,8
1454,462719,Feminino,Sim,55,Sim,Ator/Atriz,0.0,Alto,5.0,Cat_6,B,7005.89,0,1,7
1455,459729,Feminino,Nao,41,Sim,Enfermeiro,1.0,Baixo,1.0,Cat_6,D,12798.5,24,1,10
1456,459084,Masculino,Sim,47,Nao,Executivo,0.0,Alto,2.0,Cat_7,B,12167.99,18,4,1
1457,467924,Masculino,Sim,52,Sim,Ator/Atriz,0.0,Baixo,3.0,Cat_4,A,5347.48,9,1,8
1458,465439,Feminino,Sim,45,Sim,Ator/Atriz,4.0,Alto,4.0,Cat_6,C,9543.09,3,2,9
1459,466712,Masculino,Sim,78,Sim,Advogado,1.0,Baixo,1.0,Cat_6,B,3809.15,21,1,7
1460,460983,Masculino,Sim,38,Nao,Medico,0.0,Alto,4.0,Cat_6,D,5553.76,18,1,10
1461,464008,Feminino,Sim,50,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,C,7336.37,4,2,10
1463,464312,Masculino,Nao,43,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_3,A,13295.94,8,2,10
1464,462818,Masculino,Sim,59,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C,10134.92,20,1,2
1465,466045,Feminino,Nao,38,Nao,Entretenimento,8.0,Baixo,2.0,Cat_6,B,5811.73,3,2,10
1466,461889,Masculino,Sim,42,Sim,Ator/Atriz,2.0,Medio,2.0,Cat_6,C,7578.85,37,1,10
1467,467945,Masculino,Sim,65,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,6999.06,17,2,10
1468,464322,Masculino,Sim,79,Sim,Advogado,0.0,Baixo,2.0,Cat_6,A,5973.24,3,1,10
1469,465637,Feminino,Nao,41,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_4,D,9410.04,18,2,4
1470,462058,Masculino,Sim,42,Sim,Entretenimento,9.0,Baixo,2.0,Cat_6,A,6521.09,23,1,8
1471,462500,Masculino,Sim,49,Sim,Medico,1.0,Medio,2.0,Cat_6,C,10366.73,36,1,9
1472,466948,Masculino,Sim,58,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_7,B,5741.06,5,1,5
1473,461606,Masculino,Sim,69,Sim,Advogado,0.0,Alto,3.0,Cat_6,A,4605.51,29,1,7
1474,466184,Feminino,Nao,35,Sim,Ator/Atriz,3.0,Baixo,1.0,Cat_6,C,7735.99,37,1,9
1477,464909,Feminino,Sim,38,Sim,Do Lar,0.0,Baixo,2.0,Cat_4,A,4536.36,11,1,8
1479,462429,Masculino,Sim,76,Nao,Advogado,0.0,Baixo,1.0,Cat_6,A,6350.95,8,2,10
1480,463605,Feminino,Nao,23,Nao,Enfermeiro,0.0,Baixo,5.0,Cat_5,D,15846.97,36,3,3
1481,464608,Feminino,Sim,49,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,C,14852.68,16,1,10
1482,459597,Feminino,Sim,71,Sim,Ator/Atriz,1.0,Alto,2.0,Cat_6,C,10022.7,5,3,7
1484,467150,Feminino,Nao,41,Sim,Ator/Atriz,8.0,Baixo,3.0,Cat_6,A,7044.48,14,1,10
1485,466829,Feminino,Sim,27,Nao,Do Lar,10.0,Baixo,1.0,Cat_6,D,4748.68,0,1,4
1486,463506,Feminino,Sim,35,Sim,Ator/Atriz,2.0,Medio,2.0,Cat_6,C,10881.64,7,2,2
1489,462072,Masculino,Nao,39,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,A,1867.28,37,1,9
1490,463211,Masculino,Sim,68,Sim,Advogado,8.0,Baixo,1.0,Cat_5,A,4980.16,12,1,9
1491,464059,Masculino,Sim,57,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,A,9687.05,32,3,9
1492,463746,Masculino,Nao,38,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,A,4096.76,33,1,5
1495,464849,Masculino,Sim,40,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_4,C,2304.95,13,1,5
1496,466434,Masculino,Sim,53,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_6,B,8340.84,8,1,6
1497,467305,Feminino,Sim,38,Sim,Do Lar,8.0,Medio,3.0,Cat_6,B,4780.22,34,1,10
1499,463479,Masculino,Nao,30,Nao,Executivo,1.0,Baixo,2.0,Cat_6,D,15356.9,20,2,9
1500,467471,Masculino,Sim,52,Nao,Entretenimento,4.0,Medio,5.0,Cat_6,C,6887.02,11,1,7
1501,459159,Masculino,Sim,80,Sim,Advogado,1.0,Baixo,1.0,Cat_6,A,2407.5,18,1,9
1502,465980,Feminino,Nao,31,Sim,Enfermeiro,1.0,Baixo,7.0,Cat_6,A,13494.75,27,1,7
1503,467528,Masculino,Sim,87,Nao,Executivo,0.0,Alto,2.0,Cat_6,C,18740.36,12,3,9
1504,461278,Masculino,Nao,23,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D,10666.49,2,1,9
1505,466964,Masculino,Nao,45,Sim,Ator/Atriz,5.0,Baixo,1.0,Cat_4,C,2911.49,25,1,8
1506,460607,Masculino,Sim,36,Sim,Ator/Atriz,9.0,Medio,4.0,Cat_7,A,9887.98,22,2,7
1507,462825,Masculino,Sim,41,Nao,Executivo,1.0,Alto,2.0,Cat_4,B,16564.68,35,2,9
1508,459899,Feminino,Sim,48,Sim,Ator/Atriz,0.0,Baixo,4.0,Cat_6,C,6853.02,1,1,10
1509,460936,Masculino,Sim,70,Sim,Executivo,1.0,Alto,5.0,Cat_3,B,7405.8,5,1,10
1510,458991,Feminino,Sim,84,Sim,Advogado,3.0,Alto,2.0,Cat_6,A,7141.74,25,1,8
1511,460028,Masculino,Sim,39,Sim,Enfermeiro,11.0,Medio,2.0,Cat_2,D,15820.69,8,3,5
1512,464281,Feminino,Nao,39,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,A,4713.79,25,1,3
1513,463443,Masculino,Sim,50,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,C,2931.66,23,1,10
1514,460949,Masculino,Sim,40,Sim,Medico,1.0,Baixo,5.0,Cat_6,A,6226.67,16,1,6
1515,459044,Masculino,Sim,38,Sim,Ator/Atriz,4.0,Medio,3.0,Cat_6,C,9198.09,23,1,10
1516,460786,Masculino,Sim,71,Nao,Advogado,1.0,Alto,2.0,Cat_6,B,2680.77,37,1,9
1517,465968,Feminino,Nao,35,Sim,Ator/Atriz,10.0,Baixo,1.0,Cat_6,A,10682.23,25,2,6
1518,460039,Masculino,Sim,27,Sim,Enfermeiro,5.0,Baixo,5.0,Cat_6,D,14757.01,33,1,10
1519,462892,Masculino,Sim,33,Nao,Enfermeiro,8.0,Medio,3.0,Cat_6,C,12246.36,30,2,10
1520,465050,Masculino,Sim,74,Sim,Advogado,1.0,Alto,2.0,Cat_6,B,5616.51,3,1,6
1522,460781,Feminino,Sim,30,Nao,Entretenimento,1.0,Alto,4.0,Cat_5,D,6164.4,22,1,5
1523,463649,Masculino,Nao,22,Nao,Medico,0.0,Baixo,4.0,Cat_6,B,5951.1,11,2,8
1524,466969,Feminino,Nao,43,Sim,Do Lar,9.0,Baixo,1.0,Cat_6,A,4317.99,2,1,7
1525,462030,Masculino,Nao,36,Sim,Ator/Atriz,11.0,Baixo,2.0,Cat_6,C,5475.44,0,1,8
1526,463735,Masculino,Nao,29,Sim,Enfermeiro,4.0,Baixo,2.0,Cat_6,C,11291.13,31,2,10
1527,464134,Feminino,Nao,43,Sim,Entretenimento,0.0,Baixo,6.0,Cat_6,A,6496.92,17,2,10
1528,460195,Masculino,Nao,38,Sim,Entretenimento,7.0,Baixo,1.0,Cat_6,D,5405.57,12,1,10
1529,466643,Feminino,Sim,68,Sim,Advogado,9.0,Alto,4.0,Cat_6,C,4582.73,8,1,10
1530,460418,Feminino,Nao,35,Sim,Entretenimento,9.0,Baixo,2.0,Cat_6,A,7106.42,2,2,8
1531,461303,Feminino,Nao,23,Nao,Medico,7.0,Baixo,4.0,Cat_2,C,6128.33,19,1,7
1532,467049,Masculino,Nao,50,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B,6946.45,16,1,10
1533,459674,Feminino,Nao,32,Sim,Medico,0.0,Baixo,5.0,Cat_6,D,7900.3,7,1,9
1534,466910,Masculino,Sim,59,Sim,Entretenimento,9.0,Baixo,1.0,Cat_6,A,7289.57,21,1,2
1535,466459,Feminino,Nao,30,Sim,Enfermeiro,3.0,Baixo,5.0,Cat_6,B,14463.7,4,1,8
1536,463085,Feminino,Nao,35,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,A,8880.94,29,1,8
1537,461533,Masculino,Nao,48,Sim,Enfermeiro,1.0,Baixo,2.0,Cat_6,D,14099.56,34,4,10
1538,461187,Masculino,Nao,29,Nao,Enfermeiro,9.0,Baixo,4.0,Cat_3,D,12694.34,7,3,8
1539,461432,Feminino,Sim,40,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C,4673.76,11,1,10
1540,463978,Masculino,Sim,38,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_2,C,6636.45,29,1,9
1542,464020,Masculino,Nao,20,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D,11966.4,30,1,5
1543,467394,Masculino,Nao,29,Nao,Enfermeiro,6.0,Baixo,3.0,Cat_6,C,14155.81,3,4,2
1544,464539,Masculino,Sim,42,Nao,Executivo,3.0,Alto,3.0,Cat_4,A,14177.9,28,1,9
1545,461529,Feminino,Sim,35,Sim,Entretenimento,1.0,Baixo,1.0,Cat_6,D,6523.64,31,1,10
1547,466147,Feminino,Sim,52,Nao,Ator/Atriz,0.0,Medio,4.0,Cat_6,C,8280.17,0,1,10
1548,466263,Masculino,Nao,53,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_4,C,9569.02,21,1,6
1549,461812,Masculino,Sim,30,Nao,Ator/Atriz,9.0,Alto,6.0,Cat_2,A,10005.97,36,1,5
1550,466848,Feminino,Sim,65,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,B,5109.79,28,1,2
1551,467933,Feminino,Nao,23,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,12177.22,29,3,9
1552,463957,Feminino,Nao,32,Nao,Entretenimento,0.0,Baixo,3.0,Cat_4,C,7374.27,28,1,10
