ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
459824,Masculino,Nao,38,Sim,Entretenimento,8.0,Baixo,1.0,Cat_6,D
461051,Feminino,Sim,71,Sim,Entretenimento,1.0,Medio,2.0,Cat_6,B
461142,Feminino,Nao,40,Sim,Engenheiro,1.0,Baixo,3.0,Cat_3,B
461521,Masculino,Sim,68,Sim,Ator/Atriz,0.0,Alto,2.0,Cat_6,B
467792,Masculino,Nao,21,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D
464654,Feminino,Sim,39,Nao,Engenheiro,1.0,Medio,4.0,Cat_4,B
459111,Masculino,Sim,41,Sim,Executivo,0.0,Baixo,4.0,Cat_6,B
466473,Feminino,Nao,22,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_2,D
460046,Feminino,Sim,49,Sim,Ator/Atriz,3.0,Baixo,2.0,Cat_6,B
466698,Feminino,Sim,26,Sim,Enfermeiro,8.0,Baixo,2.0,Cat_3,D
459927,Feminino,Nao,27,Nao,Engenheiro,0.0,Baixo,2.0,Cat_3,D
467057,Feminino,Nao,50,Nao,Entretenimento,8.0,Baixo,2.0,Cat_6,A
466052,Feminino,Sim,37,Sim,Do Lar,5.0,Baixo,2.0,Cat_4,D
464210,Masculino,Nao,43,Sim,Marketing,0.0,Baixo,2.0,Cat_6,A
465873,Masculino,Nao,35,Sim,Entretenimento,13.0,Baixo,1.0,Cat_6,D
459802,Feminino,Sim,50,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,C
464817,Masculino,Nao,31,Sim,Ator/Atriz,7.0,Baixo,1.0,Cat_4,A
460845,Feminino,Nao,20,Nao,Enfermeiro,0.0,Baixo,2.0,Cat_6,D
459072,Masculino,Sim,66,Sim,Entretenimento,1.0,Medio,2.0,Cat_6,C
465694,Masculino,Sim,37,Sim,Enfermeiro,1.0,Medio,2.0,Cat_4,A
466381,Masculino,Sim,52,Sim,Ator/Atriz,2.0,Medio,2.0,Cat_6,C
460947,Masculino,Sim,45,Sim,Executivo,7.0,Alto,5.0,Cat_6,C
467338,Feminino,Nao,27,Sim,Enfermeiro,2.0,Baixo,6.0,Cat_6,D
467189,Feminino,Sim,46,Sim,Ator/Atriz,1.0,Alto,4.0,Cat_6,C
466456,Feminino,Sim,43,Nao,Medico,9.0,Baixo,1.0,Cat_2,A
463805,Feminino,Nao,32,Nao,Medico,8.0,Baixo,6.0,Cat_6,C
462427,Masculino,Sim,87,Sim,Advogado,9.0,Baixo,4.0,Cat_6,C
466906,Masculino,Nao,59,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,B
461842,Masculino,Sim,63,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C
462400,Masculino,Nao,47,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B
466598,Feminino,Sim,45,Sim,Ator/Atriz,9.0,Baixo,2.0,Cat_6,C
466940,Masculino,Sim,79,Nao,Advogado,0.0,Baixo,1.0,Cat_6,D
461754,Masculino,Sim,65,Nao,Entretenimento,1.0,Alto,2.0,Cat_6,B
461376,Feminino,Nao,38,Sim,Enfermeiro,0.0,Baixo,2.0,Cat_6,B
462025,Masculino,Nao,20,Nao,Enfermeiro,2.0,Baixo,3.0,Cat_4,D
465720,Feminino,Sim,36,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C
466354,Masculino,Nao,22,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D
463857,Masculino,Sim,56,Nao,Enfermeiro,0.0,Alto,4.0,Cat_7,B
465849,Feminino,Nao,32,Sim,Medico,5.0,Baixo,3.0,Cat_4,A
464100,Feminino,Nao,33,Sim,Enfermeiro,1.0,Baixo,1.0,Cat_6,D
461444,Feminino,Sim,68,Sim,Ator/Atriz,1.0,Alto,2.0,Cat_6,C
464711,Feminino,Sim,38,Sim,Ator/Atriz,7.0,Medio,3.0,Cat_1,B
465349,Feminino,Sim,49,Sim,Ator/Atriz,0.0,Alto,4.0,Cat_6,C
463407,Feminino,Nao,33,Nao,Medico,0.0,Baixo,1.0,Cat_3,D
466632,Feminino,Sim,57,Sim,Ator/Atriz,1.0,Alto,2.0,Cat_6,C
464641,Feminino,Sim,65,Sim,Advogado,2.0,Baixo,6.0,Cat_1,D
462154,Masculino,Sim,36,Sim,Entretenimento,0.0,Medio,2.0,Cat_6,C
464754,Feminino,Sim,43,Nao,Engenheiro,4.0,Medio,7.0,Cat_4,A
460167,Feminino,Nao,18,Nao,Entretenimento,1.0,Baixo,5.0,Cat_2,C
461987,Feminino,Sim,43,Nao,Engenheiro,1.0,Medio,2.0,Cat_6,B
463259,Masculino,Sim,75,Sim,Advogado,0.0,Baixo,1.0,Cat_6,A
461628,Masculino,Sim,39,Sim,Enfermeiro,11.0,Medio,2.0,Cat_6,B
459126,Masculino,Sim,61,Sim,Ator/Atriz,2.0,Baixo,2.0,Cat_6,B
465143,Masculino,Nao,26,Sim,Engenheiro,0.0,Baixo,5.0,Cat_4,C
460860,Masculino,Sim,52,Sim,Ator/Atriz,7.0,Medio,4.0,Cat_6,B
467629,Masculino,Sim,50,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B
461720,Feminino,Nao,51,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_4,B
460086,Masculino,Sim,50,Nao,Ator/Atriz,1.0,Medio,3.0,Cat_6,C
465832,Masculino,Sim,53,Sim,Executivo,9.0,Alto,5.0,Cat_4,B
467070,Masculino,Sim,40,Nao,Executivo,5.0,Baixo,4.0,Cat_6,D
463541,Feminino,Nao,26,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_5,B
462431,Masculino,Nao,32,Nao,Entretenimento,9.0,Baixo,4.0,Cat_6,A
461387,Feminino,Nao,22,Nao,Enfermeiro,5.0,Baixo,3.0,Cat_2,D
461693,Feminino,Sim,36,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,B
466010,Feminino,Sim,69,Nao,Medico,0.0,Baixo,1.0,Cat_3,A
465674,Feminino,Nao,39,Sim,Entretenimento,1.0,Baixo,2.0,Cat_4,A
459405,Feminino,Sim,81,Nao,Medico,0.0,Alto,2.0,Cat_6,A
465989,Feminino,Nao,28,Nao,Enfermeiro,9.0,Baixo,2.0,Cat_6,D
465598,Masculino,Nao,28,Sim,Enfermeiro,6.0,Baixo,5.0,Cat_2,D
466093,Masculino,Nao,52,Sim,Entretenimento,1.0,Baixo,5.0,Cat_4,B
462773,Feminino,Sim,40,Sim,Ator/Atriz,4.0,Medio,5.0,Cat_6,B
465763,Feminino,Sim,37,Nao,Ator/Atriz,0.0,Medio,2.0,Cat_4,D
462958,Masculino,Nao,26,Nao,Marketing,1.0,Baixo,5.0,Cat_6,D
467056,Feminino,Nao,31,Nao,Do Lar,8.0,Baixo,1.0,Cat_6,A
461990,Feminino,Sim,68,Sim,Advogado,0.0,Baixo,2.0,Cat_6,C
464480,Masculino,Sim,42,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C
461318,Feminino,Sim,56,Sim,Ator/Atriz,1.0,Medio,6.0,Cat_5,C
467398,Masculino,Sim,37,Nao,Entretenimento,1.0,Baixo,2.0,Cat_6,A
464222,Masculino,Sim,58,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,D
465427,Masculino,Nao,33,Sim,Ator/Atriz,7.0,Baixo,1.0,Cat_6,A
460652,Feminino,Nao,31,Nao,Do Lar,8.0,Baixo,1.0,Cat_4,D
463642,Feminino,Nao,27,Sim,Enfermeiro,0.0,Baixo,3.0,Cat_2,B
462672,Masculino,Nao,25,Nao,Enfermeiro,7.0,Baixo,4.0,Cat_4,D
466112,Masculino,Sim,51,Sim,Entretenimento,1.0,Medio,2.0,Cat_6,B
459831,Masculino,Sim,37,Nao,Engenheiro,8.0,Medio,3.0,Cat_4,D
463027,Masculino,Sim,69,Sim,Executivo,1.0,Medio,4.0,Cat_6,B
462467,Feminino,Sim,45,Nao,Medico,1.0,Baixo,1.0,Cat_6,A
461469,Masculino,Sim,38,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,C
467051,Feminino,Nao,19,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D
465928,Feminino,Nao,32,Sim,Enfermeiro,6.0,Baixo,3.0,Cat_6,D
462491,Masculino,Nao,31,Sim,Ator/Atriz,1.0,Baixo,5.0,Cat_6,C
460642,Masculino,Nao,19,Nao,Enfermeiro,13.0,Baixo,3.0,Cat_3,D
460988,Masculino,Sim,41,Sim,Entretenimento,0.0,Medio,3.0,Cat_4,C
461108,Masculino,Nao,21,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_3,D
463329,Masculino,Nao,23,Nao,Enfermeiro,0.0,Baixo,6.0,Cat_3,D
466153,Masculino,Sim,65,Nao,Entretenimento,0.0,Medio,2.0,Cat_6,C
467027,Masculino,Nao,31,Nao,Executivo,4.0,Baixo,5.0,Cat_1,D
466710,Feminino,Sim,73,Nao,Ator/Atriz,1.0,Alto,2.0,Cat_6,C
465616,Masculino,Sim,42,Sim,Medico,9.0,Baixo,2.0,Cat_6,C
463173,Masculino,Nao,47,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_3,B
465779,Feminino,Nao,19,Nao,Enfermeiro,0.0,Baixo,5.0,Cat_2,D
465826,Masculino,Sim,45,Nao,Executivo,3.0,Baixo,9.0,Cat_4,D
463575,Feminino,Nao,28,Sim,Entretenimento,0.0,Baixo,3.0,Cat_6,D
466075,Feminino,Sim,50,Sim,Engenheiro,1.0,Medio,4.0,Cat_4,B
461723,Masculino,Nao,26,Sim,Enfermeiro,8.0,Baixo,2.0,Cat_6,C
460783,Masculino,Sim,82,Sim,Advogado,0.0,Baixo,1.0,Cat_6,B
465962,Masculino,Sim,33,Sim,Enfermeiro,0.0,Baixo,2.0,Cat_7,A
462781,Masculino,Nao,50,Nao,Marketing,1.0,Baixo,2.0,Cat_7,C
466020,Masculino,Sim,83,Nao,Advogado,0.0,Baixo,1.0,Cat_6,D
461502,Feminino,Nao,37,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,B
463280,Masculino,Sim,37,Sim,Ator/Atriz,6.0,Medio,2.0,Cat_3,A
466936,Masculino,Sim,55,Nao,Advogado,1.0,Alto,3.0,Cat_6,C
460552,Masculino,Sim,61,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_3,C
459345,Feminino,Sim,39,Sim,Ator/Atriz,3.0,Baixo,1.0,Cat_6,B
464256,Masculino,Sim,40,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,C
467097,Masculino,Sim,55,Sim,Ator/Atriz,2.0,Baixo,1.0,Cat_6,B
462571,Masculino,Sim,50,Sim,Enfermeiro,1.0,Medio,1.0,Cat_6,D
463765,Masculino,Nao,26,Sim,Medico,13.0,Baixo,3.0,Cat_6,D
460152,Feminino,Nao,53,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,C
459587,Feminino,Nao,32,Sim,Ator/Atriz,7.0,Baixo,3.0,Cat_6,A
460995,Feminino,Nao,31,Sim,Marketing,0.0,Baixo,1.0,Cat_6,D
465426,Masculino,Nao,30,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,B
461452,Feminino,Nao,31,Sim,Medico,0.0,Baixo,4.0,Cat_3,A
460797,Masculino,Sim,47,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_3,A
466618,Masculino,Sim,49,Sim,Ator/Atriz,3.0,Medio,2.0,Cat_6,C
462168,Masculino,Sim,37,Sim,Executivo,1.0,Alto,3.0,Cat_6,B
465338,Masculino,Sim,47,Sim,Ator/Atriz,13.0,Medio,4.0,Cat_6,C
463501,Masculino,Sim,52,Sim,Executivo,0.0,Alto,2.0,Cat_6,C
459726,Masculino,Sim,79,Nao,Advogado,0.0,Alto,2.0,Cat_6,B
463516,Masculino,Sim,47,Nao,Executivo,1.0,Alto,6.0,Cat_6,C
463359,Masculino,Nao,23,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D
463488,Feminino,Nao,29,Nao,Engenheiro,9.0,Baixo,4.0,Cat_4,A
465872,Feminino,Nao,33,Sim,Engenheiro,10.0,Baixo,1.0,Cat_6,A
460588,Masculino,Nao,21,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_3,D
460236,Masculino,Nao,18,Nao,Enfermeiro,8.0,Baixo,4.0,Cat_6,D
460802,Masculino,Sim,70,Sim,Advogado,0.0,Alto,2.0,Cat_6,C
459467,Feminino,Sim,56,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
466953,Masculino,Sim,42,Sim,Ator/Atriz,2.0,Medio,2.0,Cat_6,B
459086,Feminino,Nao,28,Nao,Enfermeiro,1.0,Baixo,2.0,Cat_6,B
460827,Masculino,Sim,81,Sim,Advogado,9.0,Baixo,1.0,Cat_6,D
464272,Masculino,Nao,30,Sim,Ator/Atriz,9.0,Baixo,2.0,Cat_6,A
461063,Masculino,Sim,53,Nao,Advogado,0.0,Baixo,2.0,Cat_6,D
467302,Masculino,Nao,26,Sim,Executivo,9.0,Baixo,4.0,Cat_6,D
461935,Masculino,Sim,51,Sim,Ator/Atriz,1.0,Baixo,3.0,Cat_6,C
459089,Masculino,Nao,19,Nao,Ator/Atriz,9.0,Baixo,7.0,Cat_7,B
462365,Masculino,Sim,75,Sim,Advogado,0.0,Alto,2.0,Cat_6,B
459628,Feminino,Sim,51,Sim,Engenheiro,0.0,Baixo,1.0,Cat_6,A
467332,Feminino,Sim,70,Sim,Do Lar,3.0,Baixo,2.0,Cat_6,B
460443,Feminino,Nao,38,Sim,Medico,0.0,Baixo,1.0,Cat_6,A
462195,Feminino,Nao,21,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_4,D
466228,Masculino,Sim,80,Nao,Advogado,0.0,Baixo,1.0,Cat_4,B
467589,Masculino,Nao,33,Nao,Entretenimento,1.0,Baixo,1.0,Cat_6,D
466107,Masculino,Sim,48,Sim,Entretenimento,1.0,Medio,6.0,Cat_6,C
466452,Feminino,Nao,33,Sim,Engenheiro,0.0,Baixo,3.0,Cat_1,D
467074,Feminino,Nao,31,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,C
464233,Feminino,Sim,48,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C
462225,Masculino,Sim,49,Nao,Engenheiro,1.0,Medio,8.0,Cat_4,D
465970,Feminino,Sim,38,Nao,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B
460094,Feminino,Nao,39,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_3,A
467428,Feminino,Sim,46,Sim,Entretenimento,2.0,Medio,2.0,Cat_6,B
465623,Masculino,Sim,41,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,C
467516,Feminino,Sim,31,Nao,Ator/Atriz,0.0,Alto,3.0,Cat_4,A
462975,Masculino,Sim,37,Sim,Entretenimento,8.0,Medio,2.0,Cat_6,C
462389,Feminino,Sim,58,Nao,Engenheiro,1.0,Baixo,1.0,Cat_6,B
461556,Feminino,Sim,49,Sim,Engenheiro,1.0,Medio,2.0,Cat_6,A
465964,Feminino,Sim,47,Nao,Marketing,2.0,Baixo,1.0,Cat_6,D
460724,Masculino,Nao,30,Sim,Enfermeiro,1.0,Baixo,4.0,Cat_6,D
466787,Feminino,Sim,33,Sim,Medico,0.0,Baixo,2.0,Cat_6,A
467256,Masculino,Nao,33,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_2,B
466742,Masculino,Sim,45,Nao,Medico,8.0,Baixo,2.0,Cat_3,A
466017,Feminino,Sim,45,Sim,Do Lar,1.0,Baixo,1.0,Cat_3,B
459679,Feminino,Nao,21,Nao,Entretenimento,1.0,Baixo,4.0,Cat_6,D
465930,Feminino,Nao,36,Sim,Ator/Atriz,9.0,Baixo,2.0,Cat_6,A
460175,Feminino,Nao,28,Nao,Ator/Atriz,0.0,Baixo,5.0,Cat_2,C
466725,Feminino,Sim,89,Nao,Advogado,0.0,Alto,2.0,Cat_6,A
465095,Masculino,Sim,48,Sim,Executivo,1.0,Alto,4.0,Cat_6,C
465452,Masculino,Sim,47,Nao,Entretenimento,0.0,Alto,5.0,Cat_6,C
463213,Feminino,Nao,18,Nao,Enfermeiro,3.0,Baixo,4.0,Cat_6,D
467653,Masculino,Sim,58,Sim,Advogado,2.0,Alto,2.0,Cat_6,C
463218,Masculino,Sim,42,Nao,Entretenimento,9.0,Medio,3.0,Cat_6,A
461289,Masculino,Nao,22,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,D
459983,Feminino,Sim,50,Sim,Ator/Atriz,2.0,Baixo,1.0,Cat_6,B
462363,Masculino,Sim,73,Nao,Executivo,0.0,Alto,2.0,Cat_6,D
461509,Masculino,Sim,40,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,B
464064,Feminino,Sim,39,Nao,Medico,0.0,Baixo,2.0,Cat_6,B
460545,Masculino,Sim,83,Nao,Advogado,0.0,Alto,3.0,Cat_3,D
459303,Masculino,Sim,55,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B
462635,Masculino,Sim,42,Nao,Engenheiro,5.0,Medio,4.0,Cat_4,A
464456,Masculino,Sim,27,Sim,Ator/Atriz,1.0,Baixo,4.0,Cat_6,C
465106,Masculino,Sim,53,Sim,Executivo,1.0,Alto,2.0,Cat_6,C
467605,Feminino,Sim,40,Sim,Engenheiro,1.0,Medio,7.0,Cat_6,A
466116,Masculino,Sim,62,Sim,Ator/Atriz,0.0,Medio,9.0,Cat_3,C
467176,Masculino,Nao,27,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_3,A
459400,Feminino,Sim,84,Nao,Advogado,0.0,Alto,2.0,Cat_6,B
460320,Masculino,Nao,26,Nao,Ator/Atriz,11.0,Baixo,4.0,Cat_6,C
466454,Masculino,Nao,33,Sim,Entretenimento,1.0,Baixo,1.0,Cat_6,A
467028,Masculino,Nao,27,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,D
464827,Feminino,Sim,46,Nao,Entretenimento,9.0,Medio,5.0,Cat_4,D
464501,Feminino,Nao,25,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,A
463715,Feminino,Nao,32,Nao,Ator/Atriz,3.0,Baixo,4.0,Cat_6,C
461028,Feminino,Nao,21,Nao,Enfermeiro,6.0,Baixo,4.0,Cat_4,D
466766,Masculino,Sim,73,Sim,Advogado,1.0,Alto,4.0,Cat_6,C
462475,Masculino,Sim,35,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,B
465770,Masculino,Nao,52,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B
466823,Masculino,Sim,40,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,B
467083,Feminino,Sim,88,Sim,Advogado,1.0,Alto,2.0,Cat_6,A
464080,Feminino,Nao,41,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C
466503,Masculino,Sim,45,Sim,Ator/Atriz,7.0,Medio,5.0,Cat_6,B
461847,Masculino,Sim,41,Nao,Entretenimento,0.0,Baixo,4.0,Cat_6,A
461447,Masculino,Sim,75,Sim,Advogado,0.0,Alto,2.0,Cat_6,C
459982,Masculino,Nao,39,Sim,Entretenimento,9.0,Baixo,2.0,Cat_6,A
463316,Feminino,Sim,89,Nao,Advogado,0.0,Alto,2.0,Cat_6,A
466758,Masculino,Sim,45,Sim,Medico,0.0,Baixo,1.0,Cat_6,A
464307,Feminino,Sim,50,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C
461344,Masculino,Sim,43,Nao,Enfermeiro,6.0,Alto,2.0,Cat_7,B
463353,Masculino,Sim,50,Sim,Executivo,4.0,Medio,4.0,Cat_2,B
464324,Masculino,Sim,76,Sim,Advogado,1.0,Baixo,1.0,Cat_3,D
459288,Masculino,Sim,41,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,A
460050,Masculino,Sim,50,Sim,Entretenimento,3.0,Baixo,2.0,Cat_6,A
464994,Masculino,Sim,56,Sim,Executivo,8.0,Alto,5.0,Cat_6,C
464903,Masculino,Sim,28,Nao,Entretenimento,0.0,Medio,2.0,Cat_4,A
463165,Feminino,Sim,72,Sim,Medico,1.0,Medio,2.0,Cat_6,A
465981,Masculino,Nao,28,Nao,Ator/Atriz,0.0,Baixo,2.0,Cat_6,A
465281,Feminino,Sim,27,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,C
463781,Feminino,Nao,32,Nao,Enfermeiro,2.0,Baixo,4.0,Cat_4,D
466569,Feminino,Nao,20,Nao,Medico,9.0,Baixo,4.0,Cat_6,A
466547,Masculino,Sim,45,Sim,Executivo,1.0,Baixo,5.0,Cat_6,B
464631,Masculino,Nao,59,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C
465957,Feminino,Nao,46,Sim,Marketing,1.0,Baixo,1.0,Cat_6,D
459848,Masculino,Sim,46,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C
461642,Masculino,Nao,41,Sim,Ator/Atriz,9.0,Baixo,2.0,Cat_6,A
467259,Masculino,Sim,70,Sim,Advogado,1.0,Alto,2.0,Cat_6,B
463439,Masculino,Sim,42,Sim,Ator/Atriz,9.0,Medio,3.0,Cat_6,B
464764,Feminino,Sim,60,Nao,Engenheiro,1.0,Alto,9.0,Cat_4,A
467073,Masculino,Nao,37,Sim,Engenheiro,9.0,Baixo,1.0,Cat_6,D
460480,Masculino,Nao,18,Nao,Enfermeiro,0.0,Baixo,7.0,Cat_3,D
464419,Masculino,Sim,52,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C
463686,Feminino,Nao,32,Nao,Ator/Atriz,2.0,Baixo,4.0,Cat_2,A
459411,Masculino,Sim,74,Nao,Advogado,8.0,Baixo,1.0,Cat_6,A
463774,Masculino,Sim,29,Sim,Enfermeiro,1.0,Medio,2.0,Cat_6,A
463671,Masculino,Sim,37,Sim,Entretenimento,0.0,Medio,3.0,Cat_6,C
466986,Masculino,Sim,45,Nao,Entretenimento,1.0,Medio,3.0,Cat_6,B
465508,Masculino,Nao,22,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D
465351,Feminino,Sim,51,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,B
464001,Masculino,Sim,59,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
459483,Masculino,Sim,55,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_7,A
466013,Masculino,Nao,22,Nao,Enfermeiro,2.0,Baixo,3.0,Cat_4,D
466490,Feminino,Sim,84,Nao,Advogado,0.0,Alto,2.0,Cat_6,B
463665,Masculino,Sim,50,Sim,Entretenimento,0.0,Medio,3.0,Cat_6,C
463459,Masculino,Sim,73,Sim,Ator/Atriz,5.0,Alto,3.0,Cat_6,C
462756,Feminino,Nao,23,Nao,Engenheiro,1.0,Baixo,4.0,Cat_6,B
463915,Feminino,Nao,21,Sim,Enfermeiro,0.0,Baixo,5.0,Cat_2,D
463543,Masculino,Nao,18,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D
462768,Masculino,Sim,46,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,B
461876,Masculino,Nao,32,Sim,Entretenimento,9.0,Baixo,2.0,Cat_6,D
462135,Feminino,Nao,36,Sim,Enfermeiro,6.0,Baixo,3.0,Cat_2,D
458998,Masculino,Sim,37,Nao,Medico,9.0,Baixo,2.0,Cat_6,D
466432,Masculino,Nao,42,Sim,Entretenimento,1.0,Baixo,1.0,Cat_7,A
460389,Feminino,Sim,42,Sim,Enfermeiro,9.0,Medio,2.0,Cat_6,D
460663,Feminino,Nao,33,Nao,Do Lar,9.0,Baixo,1.0,Cat_6,D
467771,Feminino,Sim,59,Sim,Ator/Atriz,0.0,Medio,5.0,Cat_6,C
462084,Masculino,Sim,70,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B
463621,Masculino,Sim,53,Nao,Entretenimento,1.0,Baixo,1.0,Cat_6,A
467021,Feminino,Sim,80,Nao,Advogado,1.0,Alto,2.0,Cat_6,D
467563,Masculino,Sim,39,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_2,C
467306,Feminino,Sim,58,Sim,Ator/Atriz,0.0,Medio,5.0,Cat_6,C
464865,Feminino,Nao,30,Nao,Do Lar,8.0,Baixo,9.0,Cat_4,A
463585,Feminino,Nao,23,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,D
466186,Masculino,Sim,59,Sim,Ator/Atriz,9.0,Medio,4.0,Cat_6,C
459619,Feminino,Sim,56,Sim,Medico,0.0,Baixo,2.0,Cat_6,D
466699,Feminino,Sim,40,Sim,Ator/Atriz,8.0,Baixo,1.0,Cat_6,B
465517,Feminino,Sim,68,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,A
459237,Masculino,Nao,29,Sim,Ator/Atriz,1.0,Baixo,6.0,Cat_6,A
461757,Feminino,Sim,55,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C
466309,Masculino,Nao,21,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D
466532,Feminino,Nao,19,Nao,Engenheiro,1.0,Baixo,4.0,Cat_6,D
460832,Feminino,Sim,41,Nao,Enfermeiro,1.0,Medio,4.0,Cat_6,D
461531,Masculino,Nao,41,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_3,A
467304,Masculino,Nao,33,Nao,Medico,1.0,Baixo,2.0,Cat_3,C
461463,Masculino,Nao,41,Sim,Ator/Atriz,6.0,Baixo,1.0,Cat_3,B
464566,Masculino,Sim,35,Sim,Executivo,0.0,Alto,4.0,Cat_6,A
462070,Masculino,Sim,41,Sim,Entretenimento,9.0,Medio,2.0,Cat_6,B
466554,Masculino,Nao,26,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,D
462793,Masculino,Sim,42,Nao,Executivo,3.0,Alto,5.0,Cat_6,B
465657,Feminino,Sim,53,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
460530,Feminino,Sim,33,Sim,Entretenimento,3.0,Medio,3.0,Cat_4,D
464045,Masculino,Sim,39,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,C
462905,Feminino,Nao,25,Nao,Ator/Atriz,6.0,Baixo,3.0,Cat_6,C
466254,Masculino,Nao,40,Sim,Entretenimento,0.0,Baixo,2.0,Cat_2,A
460617,Feminino,Nao,22,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_3,D
465468,Feminino,Sim,37,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C
466125,Feminino,Sim,65,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,B
465207,Masculino,Sim,49,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
463332,Feminino,Sim,38,Sim,Engenheiro,1.0,Baixo,2.0,Cat_6,C
459924,Feminino,Sim,65,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
466375,Masculino,Sim,52,Sim,Entretenimento,1.0,Baixo,4.0,Cat_2,C
462951,Masculino,Sim,73,Sim,Advogado,2.0,Baixo,1.0,Cat_6,D
465654,Feminino,Nao,48,Sim,Engenheiro,1.0,Baixo,1.0,Cat_6,B
460987,Masculino,Nao,25,Sim,Medico,8.0,Baixo,2.0,Cat_6,D
461681,Masculino,Nao,31,Sim,Enfermeiro,9.0,Baixo,3.0,Cat_7,D
462820,Masculino,Nao,25,Nao,Entretenimento,8.0,Baixo,9.0,Cat_6,C
467525,Masculino,Nao,20,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D
465876,Masculino,Nao,25,Nao,Executivo,0.0,Baixo,3.0,Cat_6,A
