id_cliente,idade,sexo,tempo_cliente,dependentes,nivel_educacao,estado_civil,tipo_cartao,limite_cartao,meses_inativo,total_transferido,cancelamento
824192658,58,F,54,3,Pos-Graduacao,Solteiro,Blue,8886.0,2,4148,0
711625683,46,M,36,4,Doutorado,Casado,Blue,3104.0,2,2781,0
717301908,54,F,46,2,Doutorado,Casado,Blue,3312.0,3,1973,0
718435158,50,M,40,3,Ensino Medio,Casado,Blue,34516.0,1,1930,0
714797733,41,M,33,3,Faculdade,Solteiro,Blue,5246.0,1,3189,0
798962058,36,F,30,5,Mestrado,Casado,Blue,3103.0,3,1836,0
713021208,55,F,36,2,Faculdade,Solteiro,Silver,34516.0,3,1353,1
787868958,36,M,27,2,Ensino Medio,Solteiro,Blue,14690.0,3,2746,0
708161133,45,M,32,1,Mestrado,Solteiro,Blue,6629.0,1,3891,0
708174708,38,M,27,4,Mestrado,Casado,Blue,5535.0,2,1764,0
708735183,35,F,22,2,Ensino Medio,Casado,Blue,2544.0,3,2289,0
708445608,48,M,37,3,Faculdade,Casado,Blue,3305.0,3,2027,0
778943883,51,M,36,2,Ensino Fundamental,Solteiro,Blue,34516.0,2,1959,0
788810658,37,F,20,1,Faculdade,Solteiro,Blue,9466.0,2,2503,0
789050883,33,F,21,2,Doutorado,Solteiro,Blue,5297.0,3,2655,0
714531108,31,M,36,1,Faculdade,Casado,Blue,4260.0,3,2109,0
711635358,40,F,26,4,Faculdade,Solteiro,Blue,7291.0,1,2198,0
813200058,63,M,56,0,Mestrado,Casado,Blue,6500.0,2,1497,0
715206408,31,F,22,1,Ensino Medio,Solteiro,Blue,6662.0,1,3264,0
788684508,36,M,25,4,Ensino Fundamental,Casado,Blue,5846.0,3,2056,0
737933883,34,M,27,1,Ensino Medio,Casado,Blue,8063.0,1,2042,0
774437583,55,M,49,1,Doutorado,Casado,Blue,4597.0,2,1504,0
713104458,46,M,31,2,Mestrado,Solteiro,Blue,7869.0,3,998,1
715462008,45,M,35,2,Faculdade,Casado,Blue,17884.0,3,2031,0
715366083,52,F,36,0,Doutorado,Solteiro,Blue,1438.3,2,947,1
712322058,40,F,32,3,Ensino Medio,Casado,Blue,2046.0,1,3432,0
719737833,46,F,36,4,Ensino Fundamental,Casado,Blue,6370.0,2,1783,0
789530208,54,F,46,2,Mestrado,Casado,Blue,2737.0,2,1619,0
717885183,36,M,25,1,Mestrado,Solteiro,Blue,2622.0,1,2717,0
716244033,44,M,33,3,Mestrado,Casado,Blue,7266.0,3,1741,1
711614658,37,F,30,2,Ensino Fundamental,Solteiro,Blue,2258.0,3,2511,0
804598908,35,M,25,3,Mestrado,Solteiro,Blue,6510.0,2,2238,0
719327808,52,F,36,2,Ensino Fundamental,Casado,Blue,4006.0,1,1157,0
714038433,37,F,19,5,Ensino Medio,Solteiro,Blue,3252.0,1,2953,0
710129283,45,F,26,4,Ensino Fundamental,Casado,Blue,16317.0,3,2944,0
719729433,65,F,56,1,Mestrado,Casado,Blue,7023.0,2,2535,0
717192933,55,M,42,0,Mestrado,Casado,Blue,8302.0,2,1576,0
711734508,55,M,47,2,Mestrado,Casado,Blue,9959.0,3,1584,0
715153158,41,M,36,4,Ensino Fundamental,Solteiro,Blue,3636.0,3,4254,0
712149033,57,F,46,2,Ensino Medio,Casado,Blue,5184.0,1,1834,0
713901108,37,M,29,2,Ensino Medio,Solteiro,Blue,14575.0,1,3444,0
719415858,29,M,15,0,Faculdade,Divorciado,Blue,3107.0,3,2460,0
719385558,62,F,49,0,Faculdade,Casado,Blue,1438.3,1,1281,0
721508283,47,F,36,1,Mestrado,Casado,Blue,8322.0,2,3700,0
757753083,44,F,36,0,Mestrado,Casado,Silver,10110.0,3,4063,0
797753283,34,F,28,1,Ensino Medio,Casado,Blue,2707.0,3,1926,0
807523008,37,M,32,1,Mestrado,Solteiro,Blue,4397.0,1,2473,0
711416958,33,F,21,2,Mestrado,Solteiro,Blue,5795.0,3,2322,0
780865308,40,M,23,4,Ensino Fundamental,Casado,Blue,9760.0,3,4542,0
708423933,51,M,40,2,Doutorado,Solteiro,Blue,6103.0,2,3203,0
714321408,65,M,56,1,Ensino Medio,Casado,Blue,2246.0,2,1429,0
771852483,46,M,35,3,Mestrado,Solteiro,Blue,4930.0,3,3343,0
708185208,27,M,16,0,Mestrado,Solteiro,Blue,3178.0,1,2010,0
789952158,34,F,25,1,Doutorado,Casado,Blue,2318.0,3,2689,0
713237958,34,M,17,0,Mestrado,Casado,Blue,2638.0,1,1868,0
715956258,35,F,36,1,Ensino Fundamental,Casado,Blue,2004.0,2,1974,0
769196433,55,F,49,2,Pos-Graduacao,Casado,Blue,2414.0,1,2000,0
778942233,60,F,45,0,Doutorado,Casado,Blue,1438.3,2,1267,0
708651933,56,M,44,2,Mestrado,Casado,Blue,2043.0,1,2311,0
720467583,52,M,46,2,Ensino Medio,Solteiro,Blue,34516.0,3,3072,0
716549058,45,F,36,4,Ensino Fundamental,Casado,Blue,3111.0,1,1998,0
713533983,56,M,48,1,Mestrado,Casado,Blue,2585.0,3,1590,0
787463508,26,M,13,0,Mestrado,Solteiro,Blue,2469.0,2,1027,1
708980283,34,M,23,3,Ensino Medio,Casado,Blue,4185.0,1,2179,0
719484408,39,M,36,3,Ensino Fundamental,Casado,Blue,4759.0,2,2903,0
710023233,36,M,36,3,Mestrado,Solteiro,Blue,24457.0,2,2739,0
778381608,48,M,28,4,Doutorado,Solteiro,Blue,6572.0,3,1766,1
787492908,50,F,34,2,Ensino Fundamental,Casado,Blue,23381.0,3,4357,0
709932558,39,F,26,2,Ensino Fundamental,Casado,Blue,3471.0,3,1771,0
780219483,61,F,51,0,Mestrado,Casado,Blue,2250.0,2,1339,0
715143333,45,F,36,1,Ensino Medio,Divorciado,Blue,9433.0,2,3910,0
801048483,34,M,28,3,Ensino Fundamental,Divorciado,Blue,9180.0,3,2646,0
711913833,37,M,36,3,Mestrado,Casado,Blue,8818.0,2,1865,0
715413483,44,F,36,3,Mestrado,Solteiro,Blue,4066.0,1,3888,0
715750758,56,M,36,1,Ensino Fundamental,Casado,Blue,9031.0,1,1602,0
710458758,65,F,53,0,Mestrado,Casado,Blue,4161.0,3,1203,0
719494983,26,M,15,0,Mestrado,Solteiro,Blue,2740.0,3,1997,0
710586483,26,F,13,0,Ensino Medio,Solteiro,Blue,6152.0,2,968,1
772637058,34,M,24,3,Ensino Fundamental,Casado,Blue,8167.0,1,2141,0
718229133,51,M,41,2,Faculdade,Casado,Blue,23742.0,2,3783,0
781089708,30,M,23,0,Mestrado,Divorciado,Blue,26783.0,1,2495,0
773082033,35,M,27,1,Pos-Graduacao,Casado,Blue,25516.0,3,2317,0
815288583,32,M,27,0,Mestrado,Casado,Blue,4815.0,3,2501,0
720431433,62,M,36,1,Mestrado,Casado,Blue,3198.0,2,1402,0
709164408,32,M,23,1,Ensino Fundamental,Casado,Blue,2218.0,3,730,1
710567508,53,M,44,3,Ensino Medio,Casado,Blue,23462.0,2,1387,0
719427333,55,M,36,3,Faculdade,Casado,Blue,2252.0,4,1291,0
709785783,35,F,25,0,Mestrado,Solteiro,Blue,2300.0,3,1485,1
809290308,31,F,26,0,Mestrado,Casado,Blue,3540.0,1,1912,0
779783508,45,M,34,2,Mestrado,Casado,Blue,13129.0,1,2564,0
719207733,61,F,53,0,Ensino Medio,Casado,Blue,3396.0,2,1418,0
715533108,31,F,20,0,Ensino Fundamental,Solteiro,Blue,4712.0,3,2568,0
714816258,37,M,36,2,Mestrado,Solteiro,Blue,7638.0,2,2336,0
787573683,41,M,34,3,Pos-Graduacao,Casado,Blue,2624.0,2,4189,0
804310758,58,M,52,3,Mestrado,Casado,Blue,17934.0,2,2005,0
792912708,45,M,39,5,Mestrado,Casado,Silver,15198.0,1,3183,0
719078283,57,F,47,4,Ensino Medio,Casado,Blue,3191.0,3,1501,0
780094008,55,M,40,3,Doutorado,Casado,Blue,12875.0,3,1624,0
716420358,41,F,36,2,Ensino Medio,Casado,Blue,2602.0,2,3151,0
825756333,55,F,51,0,Ensino Fundamental,Casado,Blue,2041.0,3,2118,0
755273658,52,F,45,2,Mestrado,Casado,Blue,2548.0,3,2055,0
709096908,57,M,49,2,Mestrado,Casado,Blue,4698.0,3,1865,0
721205508,47,M,36,4,Ensino Medio,Casado,Blue,8217.0,3,1848,0
786493908,42,F,36,4,Ensino Fundamental,Solteiro,Silver,10091.0,3,3347,0
803963808,39,M,34,3,Mestrado,Solteiro,Blue,19074.0,3,3762,0
806170158,39,M,34,4,Mestrado,Solteiro,Gold,34516.0,3,3899,0
751469808,36,M,29,3,Mestrado,Casado,Blue,12852.0,2,1606,0
721055058,36,M,21,2,Ensino Fundamental,Casado,Blue,12763.0,1,2599,0
709794333,29,M,19,0,Mestrado,Casado,Blue,2827.0,2,1608,0
718361583,56,F,36,2,Ensino Fundamental,Casado,Blue,8242.0,3,1559,0
714327183,37,F,28,4,Mestrado,Casado,Blue,1825.0,3,2878,0
808909008,61,M,56,0,Pos-Graduacao,Casado,Blue,1438.3,3,1448,0
716207508,36,M,36,3,Ensino Medio,Casado,Blue,5497.0,2,1981,0
768965208,51,F,45,1,Mestrado,Casado,Blue,6778.0,2,3158,0
720185058,46,M,36,3,Mestrado,Casado,Blue,4267.0,3,1067,1
715220508,31,F,22,0,Ensino Medio,Casado,Blue,3273.0,2,2726,0
712112733,33,M,25,2,Doutorado,Solteiro,Blue,9371.0,2,2518,0
712298883,50,F,38,3,Ensino Medio,Solteiro,Blue,1438.3,3,2987,0
717813558,57,F,36,3,Ensino Medio,Solteiro,Blue,8389.0,4,1334,1
716823408,65,M,56,0,Doutorado,Solteiro,Blue,28410.0,2,2278,0
719089383,48,M,29,2,Ensino Medio,Casado,Blue,6168.0,2,4303,0
720986958,50,F,40,2,Mestrado,Divorciado,Blue,8307.0,2,2293,0
709473708,39,M,31,3,Mestrado,Casado,Blue,30753.0,2,1780,0
708593883,39,M,26,2,Faculdade,Casado,Blue,2731.0,1,1813,0
717399183,37,M,26,1,Mestrado,Casado,Blue,8058.0,3,2774,0
817925058,50,F,45,2,Ensino Fundamental,Casado,Blue,5660.0,1,1932,0
716610558,65,F,36,0,Ensino Medio,Solteiro,Blue,10962.0,3,2724,0
795810633,65,M,56,0,Ensino Fundamental,Casado,Blue,10144.0,3,1234,0
779925033,38,F,22,4,Mestrado,Casado,Blue,2997.0,3,2807,0
790225758,41,M,35,2,Faculdade,Solteiro,Blue,2647.0,3,2262,0
713879283,55,F,47,2,Mestrado,Casado,Blue,4580.0,1,1694,0
715968858,28,M,13,0,Pos-Graduacao,Casado,Blue,2608.0,1,1822,0
713637783,44,F,31,3,Mestrado,Casado,Blue,24936.0,2,1810,0
718162908,55,M,42,3,Faculdade,Casado,Blue,26101.0,2,1472,0
708664008,57,M,45,3,Faculdade,Casado,Blue,14270.0,3,1222,0
711929058,28,M,21,0,Ensino Medio,Casado,Blue,25618.0,3,2157,0
770781558,35,F,21,2,Mestrado,Casado,Blue,3230.0,1,1914,0
790048158,46,F,38,4,Faculdade,Casado,Blue,8881.0,3,2632,0
721258158,65,F,51,1,Ensino Fundamental,Solteiro,Blue,11037.0,3,2429,0
786480183,50,F,44,2,Ensino Fundamental,Casado,Blue,16763.0,2,3626,0
721378008,31,M,21,0,Ensino Fundamental,Divorciado,Blue,2621.0,2,2718,0
794551383,50,F,32,3,Faculdade,Solteiro,Blue,4419.0,3,4535,0
820981383,44,F,39,4,Ensino Medio,Divorciado,Blue,9235.0,1,1739,0
713366583,63,F,56,1,Ensino Medio,Casado,Blue,3055.0,1,1405,0
767311008,41,M,35,1,Mestrado,Divorciado,Blue,19412.0,2,1576,0
712727283,55,M,36,1,Mestrado,Casado,Blue,4666.0,2,1281,0
716059608,48,F,38,4,Faculdade,Solteiro,Blue,4894.0,3,3277,0
708292833,35,M,36,2,Ensino Medio,Solteiro,Blue,27389.0,2,2754,0
720013083,30,F,18,0,Pos-Graduacao,Solteiro,Blue,2132.0,3,3265,0
710540883,37,M,24,3,Ensino Medio,Solteiro,Blue,6590.0,3,2449,0
709212183,53,F,36,2,Mestrado,Casado,Blue,3176.0,1,1634,0
713424108,37,M,27,1,Mestrado,Solteiro,Blue,4288.0,1,2591,0
718476033,65,F,56,0,Ensino Fundamental,Solteiro,Blue,20130.0,3,2444,0
815001108,48,M,43,2,Doutorado,Solteiro,Blue,5945.0,3,3598,0
709802208,37,M,17,1,Mestrado,Casado,Blue,3350.0,1,2849,0
713445183,35,M,26,1,Ensino Medio,Casado,Blue,4008.0,3,2794,0
717310458,35,F,27,3,Mestrado,Solteiro,Blue,5780.0,3,2960,0
788761608,26,F,13,0,Ensino Medio,Solteiro,Blue,10286.0,3,2564,0
789804933,29,F,18,2,Ensino Fundamental,Solteiro,Blue,23125.0,1,2536,0
772776033,33,M,23,2,Faculdade,Solteiro,Blue,7081.0,4,2249,0
719804208,36,M,28,2,Mestrado,Casado,Blue,6824.0,1,1933,0
715077483,47,F,36,3,Doutorado,Casado,Blue,1438.3,3,2250,0
717000858,41,M,29,2,Mestrado,Casado,Blue,2683.0,2,2274,0
792402483,46,M,40,4,Mestrado,Solteiro,Blue,12280.0,2,4263,0
712973733,58,M,36,4,Mestrado,Casado,Blue,14607.0,2,1393,0
813213558,53,F,48,1,Doutorado,Solteiro,Blue,2267.0,3,3709,0
717207408,39,F,34,1,Ensino Fundamental,Divorciado,Blue,12512.0,1,2995,0
711426033,49,M,39,2,Mestrado,Casado,Blue,11332.0,2,3806,0
719233833,35,F,23,3,Ensino Medio,Casado,Blue,3073.0,3,1944,0
716864733,47,M,27,3,Faculdade,Casado,Silver,34516.0,3,1805,0
821168733,38,M,34,3,Mestrado,Casado,Blue,5323.0,3,1783,0
710135058,56,M,44,1,Mestrado,Casado,Blue,9078.0,1,1543,0
720228708,56,M,46,2,Ensino Medio,Casado,Blue,27029.0,1,1302,0
718618458,38,M,25,3,Ensino Medio,Solteiro,Blue,9859.0,1,4345,0
719470458,46,M,39,3,Faculdade,Solteiro,Blue,4026.0,4,1102,1
719587158,37,M,25,1,Ensino Medio,Solteiro,Blue,2608.0,2,2565,0
718589133,65,F,56,1,Mestrado,Solteiro,Blue,4613.0,2,2328,0
789235383,38,M,27,4,Faculdade,Casado,Blue,10386.0,2,2119,0
713548158,26,M,36,0,Faculdade,Solteiro,Blue,2657.0,2,2349,0
720264783,58,F,44,2,Mestrado,Casado,Blue,5031.0,2,1433,0
715319958,48,M,36,3,Ensino Fundamental,Casado,Blue,34516.0,2,1312,1
809990883,48,F,43,3,Mestrado,Solteiro,Blue,2423.0,2,2038,0
714412308,33,M,36,3,Mestrado,Casado,Blue,7140.0,3,916,1
772303458,62,F,51,0,Doutorado,Casado,Blue,3377.0,3,1407,0
721243083,55,M,41,3,Ensino Fundamental,Divorciado,Blue,34516.0,3,1187,1
711990933,40,F,29,2,Mestrado,Solteiro,Blue,2295.0,3,3292,0
819977058,46,M,41,2,Ensino Medio,Solteiro,Blue,3150.0,3,3432,0
721467258,58,M,36,1,Ensino Medio,Casado,Blue,2165.0,2,1541,0
713303733,53,M,41,1,Mestrado,Casado,Blue,1612.0,3,1564,0
711129483,45,M,36,3,Mestrado,Casado,Blue,14593.0,1,3447,0
779618433,48,M,38,4,Ensino Fundamental,Solteiro,Blue,8327.0,3,4428,0
797757333,43,M,37,3,Pos-Graduacao,Casado,Gold,34516.0,1,4149,0
814497483,60,M,55,0,Ensino Fundamental,Casado,Blue,6479.0,1,1618,0
709623483,56,M,41,2,Ensino Medio,Casado,Blue,18442.0,1,1281,0
709056558,43,F,31,3,Faculdade,Casado,Blue,2800.0,3,1994,0
708238833,57,F,36,3,Ensino Medio,Casado,Blue,3032.0,2,1387,0
813261408,52,F,47,1,Ensino Fundamental,Casado,Blue,2151.0,3,3446,0
798022683,43,M,37,1,Mestrado,Casado,Blue,25517.0,2,2508,1
769756983,38,M,32,3,Mestrado,Casado,Blue,7709.0,1,2520,0
712674183,53,M,33,2,Faculdade,Casado,Blue,4065.0,3,1271,0
708900408,52,F,35,1,Mestrado,Divorciado,Blue,13169.0,2,4370,0
713625483,58,M,44,2,Faculdade,Casado,Blue,11811.0,2,1469,0
716869458,34,F,36,3,Faculdade,Solteiro,Blue,7440.0,6,2251,0
788723133,36,M,20,1,Ensino Medio,Solteiro,Blue,12714.0,1,2240,0
794462133,55,F,35,0,Mestrado,Solteiro,Blue,3735.0,1,1749,0
712604133,54,M,43,1,Ensino Fundamental,Casado,Blue,25882.0,1,1736,0
714397983,36,M,36,2,Faculdade,Casado,Blue,3877.0,3,1942,0
788269158,35,F,27,2,Mestrado,Solteiro,Blue,3280.0,3,2534,0
715898058,53,M,36,2,Mestrado,Casado,Blue,11023.0,1,1656,0
711367308,37,M,19,3,Ensino Fundamental,Solteiro,Blue,2186.0,3,2614,0
790186458,45,M,39,3,Ensino Fundamental,Solteiro,Blue,17996.0,1,1589,0
712040433,54,F,43,1,Ensino Medio,Casado,Blue,2306.0,2,2097,0
709616958,38,M,30,2,Ensino Medio,Solteiro,Silver,26556.0,3,3168,0
714633858,35,F,18,2,Faculdade,Casado,Blue,5779.0,3,2102,0
794818833,36,F,30,1,Ensino Fundamental,Solteiro,Blue,5494.0,1,2661,0
711219333,33,M,14,1,Pos-Graduacao,Casado,Blue,7571.0,1,2273,0
713384508,28,M,14,1,Ensino Medio,Solteiro,Blue,2897.0,3,2698,0
772514808,36,F,26,2,Ensino Fundamental,Solteiro,Blue,3131.0,2,2315,0
710808108,34,F,27,3,Faculdade,Divorciado,Blue,4274.0,3,2257,0
778973658,55,M,36,0,Doutorado,Casado,Blue,4980.0,6,2273,0
712005108,61,F,48,0,Pos-Graduacao,Casado,Blue,3156.0,3,1376,0
804577833,44,F,39,2,Mestrado,Casado,Blue,6861.0,1,3974,0
715028283,54,M,46,1,Mestrado,Casado,Blue,15554.0,3,2836,0
789786258,39,M,28,2,Ensino Medio,Casado,Blue,26570.0,2,2118,0
711041508,37,F,25,1,Ensino Medio,Casado,Blue,5865.0,3,2623,0
779174133,56,M,43,3,Ensino Fundamental,Casado,Blue,5188.0,1,1540,0
715680933,53,M,36,1,Mestrado,Solteiro,Blue,17742.0,2,3369,0
770871708,62,M,48,0,Mestrado,Casado,Blue,2591.0,1,2123,0
772643058,58,F,48,3,Mestrado,Casado,Blue,2800.0,2,1571,0
718199133,57,M,36,1,Ensino Medio,Casado,Blue,6543.0,2,1519,0
721475133,54,F,36,1,Doutorado,Solteiro,Blue,26053.0,3,2768,0
766322883,33,F,26,3,Faculdade,Solteiro,Blue,6316.0,3,2401,0
771197433,54,F,41,1,Mestrado,Casado,Blue,4658.0,2,1351,0
709516458,30,M,22,0,Mestrado,Divorciado,Blue,6476.0,3,2723,0
716456808,36,F,36,2,Ensino Medio,Solteiro,Blue,8087.0,2,2429,0
716819958,60,M,50,2,Mestrado,Casado,Blue,9033.0,1,1661,0
779449308,46,F,28,4,Ensino Medio,Solteiro,Blue,3206.0,3,3253,0
784891458,55,M,49,1,Mestrado,Casado,Blue,28751.0,3,1502,0
790004883,55,M,47,1,Ensino Medio,Casado,Blue,2938.0,3,1352,0
770262183,31,M,25,0,Ensino Fundamental,Solteiro,Blue,5715.0,2,2324,0
715277583,55,F,36,3,Ensino Fundamental,Divorciado,Blue,2111.0,2,2803,0
815510883,36,M,31,2,Pos-Graduacao,Solteiro,Blue,11862.0,2,2576,0
715107033,33,F,36,1,Mestrado,Solteiro,Blue,6551.0,2,2429,0
720706008,30,M,16,2,Pos-Graduacao,Solteiro,Blue,4533.0,3,2679,0
710108133,54,F,36,2,Mestrado,Casado,Blue,1854.0,3,1307,0
718983333,53,M,43,2,Ensino Fundamental,Casado,Blue,6704.0,1,1331,0
714030183,59,M,36,0,Mestrado,Solteiro,Silver,34516.0,3,3259,0
710496708,41,M,32,2,Faculdade,Solteiro,Blue,5489.0,3,4085,0
714935883,45,M,36,3,Ensino Fundamental,Casado,Blue,10619.0,1,4074,0
718972758,50,F,40,2,Mestrado,Casado,Blue,2481.0,3,1825,0
711827958,57,M,47,2,Ensino Fundamental,Casado,Blue,5100.0,4,1032,0
778724058,63,M,49,0,Doutorado,Solteiro,Blue,5905.0,4,3982,0
718920708,35,M,25,3,Mestrado,Casado,Blue,5240.0,3,2172,0
771051783,53,M,40,3,Ensino Medio,Casado,Blue,4182.0,2,1297,0
715970133,33,F,24,4,Faculdade,Divorciado,Blue,9857.0,2,3448,0
806889633,38,M,33,2,Ensino Fundamental,Casado,Blue,20117.0,1,2906,0
717338733,31,M,22,0,Ensino Medio,Divorciado,Blue,6012.0,2,2801,0
779223858,37,M,27,2,Mestrado,Casado,Blue,6369.0,2,2675,0
769980333,36,M,30,1,Ensino Fundamental,Solteiro,Blue,13005.0,2,3023,0
716112933,39,F,36,3,Mestrado,Casado,Blue,1575.0,2,644,1
788783133,58,F,39,0,Pos-Graduacao,Casado,Blue,6679.0,3,1649,0
816325533,39,F,34,1,Mestrado,Casado,Blue,6458.0,3,2315,0
710233683,55,M,36,3,Mestrado,Casado,Blue,2801.0,3,1526,0
778327908,50,M,40,2,Ensino Fundamental,Solteiro,Blue,2419.0,3,4099,0
716400633,33,M,24,3,Ensino Medio,Solteiro,Blue,5156.0,3,2057,0
787488108,48,F,36,1,Ensino Medio,Casado,Blue,14228.0,4,1970,0
771649083,63,M,51,0,Ensino Medio,Casado,Blue,10257.0,3,1508,0
789853533,54,M,44,3,Ensino Medio,Casado,Blue,3032.0,1,1037,1
796336833,51,M,45,3,Doutorado,Casado,Blue,32096.0,2,2619,0
713763633,54,F,46,2,Mestrado,Casado,Blue,3014.0,3,1488,0
713974533,52,F,45,3,Pos-Graduacao,Solteiro,Blue,2555.0,1,3127,0
787231233,34,M,28,5,Pos-Graduacao,Solteiro,Silver,34516.0,3,2421,0
719810583,64,M,54,0,Ensino Medio,Casado,Blue,2140.0,3,1280,0
717124983,62,F,43,1,Ensino Fundamental,Casado,Blue,4760.0,1,1459,0
787523283,38,M,27,1,Mestrado,Solteiro,Blue,26372.0,2,2291,0
719493858,52,F,43,2,Mestrado,Casado,Blue,8203.0,2,2910,0
709897983,35,F,24,2,Doutorado,Casado,Blue,2655.0,2,1921,0
717225258,35,M,27,2,Mestrado,Solteiro,Blue,13655.0,2,2383,0
803148033,54,M,48,1,Faculdade,Casado,Blue,12169.0,1,1599,0
712060158,35,M,18,0,Doutorado,Solteiro,Blue,2598.0,2,2483,0
713292933,36,F,36,3,Mestrado,Solteiro,Blue,10566.0,2,2156,0
710982858,33,F,36,3,Mestrado,Solteiro,Blue,8232.0,1,2849,0
712319058,37,F,29,1,Ensino Fundamental,Casado,Blue,4671.0,3,2468,0
744483633,35,M,28,3,Mestrado,Casado,Blue,14869.0,3,2753,0
714947883,59,M,36,1,Mestrado,Casado,Blue,2300.0,2,1693,0
714802458,48,F,30,3,Ensino Medio,Solteiro,Blue,2657.0,2,3580,0
721485708,58,M,46,2,Ensino Fundamental,Casado,Blue,9149.0,1,1220,0
713375658,37,M,17,2,Mestrado,Divorciado,Blue,3176.0,3,2298,0
717828108,57,M,42,2,Mestrado,Casado,Blue,21875.0,1,1327,0
788784258,60,M,41,2,Ensino Medio,Casado,Blue,3007.0,2,1475,0
718875483,50,M,40,1,Faculdade,Casado,Blue,17404.0,2,4491,0
811111083,56,M,51,2,Ensino Medio,Casado,Blue,2863.0,6,1458,0
715749108,48,M,37,3,Mestrado,Casado,Gold,34516.0,1,3205,0
780197133,40,M,30,4,Mestrado,Solteiro,Blue,13919.0,1,3699,0
719146008,48,M,39,3,Mestrado,Casado,Blue,18672.0,4,1126,1
717727308,50,F,36,1,Ensino Fundamental,Casado,Blue,4204.0,2,4740,0
718445883,61,F,36,1,Ensino Fundamental,Casado,Blue,6859.0,2,1617,0
795997908,36,M,30,2,Ensino Medio,Casado,Blue,16050.0,3,3215,0
710159658,46,M,32,5,Ensino Medio,Casado,Blue,34516.0,2,2436,0
716068683,28,M,36,0,Ensino Fundamental,Divorciado,Blue,16766.0,3,3093,0
715161633,44,F,38,4,Ensino Medio,Solteiro,Blue,7881.0,3,3068,0
773270058,57,M,50,5,Ensino Medio,Casado,Blue,13427.0,2,1337,0
714120258,37,M,36,2,Ensino Fundamental,Divorciado,Blue,2281.0,3,2735,0
720076458,57,M,52,2,Ensino Fundamental,Casado,Blue,10974.0,2,1327,0
719978583,46,M,40,2,Ensino Medio,Casado,Blue,5265.0,1,3281,0
712784058,45,F,36,2,Ensino Medio,Divorciado,Blue,17156.0,4,1142,1
826706208,55,M,51,3,Mestrado,Solteiro,Blue,17198.0,2,4042,0
721218408,53,M,41,4,Ensino Medio,Casado,Blue,3401.0,3,1924,0
719706483,33,M,20,3,Ensino Medio,Casado,Blue,27499.0,3,2202,0
712206858,39,M,36,3,Mestrado,Casado,Blue,32964.0,3,3094,0
709886583,37,F,28,2,Ensino Medio,Solteiro,Blue,7411.0,2,2761,0
711040758,32,M,36,0,Ensino Fundamental,Solteiro,Blue,7200.0,3,3006,0
817197333,26,F,13,1,Ensino Fundamental,Solteiro,Blue,12007.0,2,2678,0
718929708,60,F,50,0,Mestrado,Casado,Blue,3147.0,2,1558,0
721150833,37,M,18,1,Mestrado,Solteiro,Blue,5110.0,2,3028,0
714514983,43,F,35,5,Mestrado,Casado,Blue,5438.0,6,5029,0
779888658,56,M,40,1,Ensino Fundamental,Casado,Blue,17450.0,1,1426,0
715883358,52,M,39,3,Faculdade,Casado,Blue,18352.0,3,1454,0
713363583,34,M,17,2,Ensino Fundamental,Solteiro,Blue,5030.0,1,3345,0
820075983,26,M,21,0,Mestrado,Solteiro,Blue,1585.0,3,2299,0
721502958,54,M,42,1,Ensino Medio,Casado,Blue,3251.0,3,1406,0
708596283,35,F,23,3,Ensino Fundamental,Solteiro,Blue,2858.0,2,2844,0
708823908,41,M,28,3,Mestrado,Solteiro,Blue,16443.0,1,4252,0
826401858,36,F,32,0,Ensino Fundamental,Divorciado,Blue,3687.0,2,2448,0
709554483,53,F,36,1,Mestrado,Casado,Blue,4840.0,1,1637,0
788621658,54,M,37,1,Faculdade,Casado,Blue,1909.0,3,1457,0
716713533,53,M,44,3,Pos-Graduacao,Solteiro,Blue,19063.0,2,3393,0
712338033,36,M,26,2,Ensino Medio,Casado,Blue,15982.0,2,1687,0
711639708,42,M,32,3,Mestrado,Solteiro,Blue,1438.3,2,1794,0
720216108,27,F,14,2,Faculdade,Divorciado,Blue,2549.0,3,2605,0
718708908,58,M,36,4,Mestrado,Casado,Blue,5967.0,2,1426,0
802890333,59,M,53,1,Ensino Fundamental,Casado,Blue,2182.0,1,1660,0
712965183,63,F,52,2,Mestrado,Casado,Blue,2689.0,2,1188,0
796170933,57,M,51,2,Ensino Fundamental,Solteiro,Blue,30622.0,2,3600,0
712816833,56,F,48,0,Ensino Medio,Casado,Blue,4203.0,1,1425,0
798769458,29,F,23,1,Ensino Medio,Solteiro,Blue,3318.0,1,3011,0
719483358,33,M,14,1,Faculdade,Casado,Blue,6746.0,2,2962,0
719647383,35,M,36,2,Mestrado,Casado,Blue,4408.0,2,2001,0
714909108,33,F,36,3,Mestrado,Solteiro,Blue,4838.0,3,2641,0
793678608,46,M,40,4,Mestrado,Solteiro,Silver,34516.0,1,3568,0
788896983,53,M,38,2,Mestrado,Casado,Blue,7928.0,3,1537,0
715731033,50,M,42,3,Mestrado,Solteiro,Blue,33996.0,1,3569,0
717636933,48,F,40,5,Faculdade,Divorciado,Blue,4365.0,1,3542,0
772658658,57,M,47,2,Ensino Medio,Solteiro,Blue,2248.0,3,4439,0
755943033,34,F,27,2,Mestrado,Solteiro,Blue,1901.0,1,2450,0
772399983,55,M,45,2,Faculdade,Solteiro,Silver,34516.0,1,1966,0
