NU_INSCRICAO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q005,Q006
210060106311,4,F,1,0,1.0,0,Nova Iguaçu,476.7,449.3,441.1,362.4,940.0,6,H
210059857697,2,F,4,0,1.0,0,Belford Roxo,499.4,597.0,543.5,414.2,620.0,3,E
210059501311,3,F,3,0,1.0,0,Duque de Caxias,411.3,544.2,457.7,556.4,740.0,4,C
210059514364,2,F,2,0,1.0,0,Nilópolis,402.8,465.0,445.2,365.5,540.0,3,B
210060958150,3,F,3,0,1.0,0,Duque de Caxias,558.4,606.3,568.8,695.8,920.0,6,E
210059857889,2,F,3,0,1.0,0,Nova Iguaçu,492.4,432.1,440.4,489.8,480.0,5,B
210059406726,2,F,1,0,1.0,0,Nova Iguaçu,459.2,444.5,484.5,498.3,620.0,5,C
210058776875,3,F,3,0,1.0,0,São João de Meriti,519.7,554.8,547.9,526.0,900.0,4,B
210060093159,2,F,3,0,1.0,0,Duque de Caxias,523.9,558.2,564.8,618.2,880.0,6,D
210058126223,2,F,1,0,1.0,0,Belford Roxo,505.5,414.0,497.5,381.1,380.0,2,B
210060149459,3,M,1,0,1.0,0,Belford Roxo,450.3,579.6,539.4,468.3,640.0,4,D
210060710920,3,F,1,0,1.0,0,Nova Iguaçu,516.3,610.5,583.4,654.8,760.0,4,E
210060710884,2,F,3,0,1.0,0,Duque de Caxias,337.3,510.1,496.7,632.1,660.0,4,E
210059049054,3,F,2,0,1.0,0,Nova Iguaçu,530.8,605.8,525.8,539.3,680.0,6,B
210059049055,2,F,1,0,1.0,0,Nova Iguaçu,446.3,531.7,465.6,482.1,680.0,3,B
210058470589,3,M,2,0,1.0,0,Nilópolis,539.7,612.2,629.5,604.3,920.0,7,H
210059857726,2,M,3,0,1.0,0,Belford Roxo,552.6,604.4,566.8,656.1,880.0,2,C
210060958180,3,M,3,0,1.0,0,Nova Iguaçu,536.7,581.6,568.5,379.4,800.0,2,B
210059301938,3,F,1,0,1.0,0,Niterói,508.2,434.8,454.4,617.2,820.0,3,C
210059870703,5,F,3,0,1.0,0,Duque de Caxias,375.5,440.3,484.3,463.4,460.0,2,F
210060938529,2,M,3,0,1.0,0,São João de Meriti,568.1,484.2,540.0,709.2,800.0,3,B
210059953076,3,F,1,0,1.0,0,Duque de Caxias,588.3,597.7,576.5,697.3,880.0,4,B
210059152392,3,F,3,0,1.0,0,Duque de Caxias,394.7,345.5,441.8,366.6,400.0,3,B
210059128632,3,F,1,0,1.0,0,São João de Meriti,372.2,415.7,425.6,560.6,660.0,4,B
210060793756,2,F,1,0,1.0,0,São João de Meriti,401.1,463.2,502.8,483.8,560.0,3,B
210059390806,2,M,1,0,1.0,0,Nova Iguaçu,665.4,678.9,628.2,893.1,960.0,4,F
210060216805,2,F,1,0,1.0,0,Nova Iguaçu,512.8,515.1,497.8,540.9,260.0,2,C
210059870695,2,F,2,0,1.0,0,Niterói,532.4,587.0,487.1,578.9,680.0,6,G
210058783538,4,M,1,0,1.0,0,Niterói,449.9,405.8,477.2,396.5,800.0,3,B
210060216807,1,F,3,0,1.0,0,Duque de Caxias,594.0,598.0,624.9,690.8,760.0,4,B
210059504228,2,F,1,0,1.0,0,Niterói,633.6,660.8,677.2,747.1,980.0,4,I
210059504229,3,F,0,0,1.0,0,Nova Iguaçu,531.2,488.9,463.2,533.9,560.0,2,A
210058526372,3,F,2,0,1.0,0,Nilópolis,523.2,557.0,565.4,630.0,640.0,3,J
210059165481,2,M,3,0,1.0,0,Duque de Caxias,536.4,533.8,544.5,595.4,480.0,3,G
210058507363,3,F,3,0,1.0,0,São João de Meriti,504.9,551.8,525.1,504.8,540.0,4,A
210058790152,3,F,2,0,1.0,0,Duque de Caxias,462.7,590.4,610.5,404.4,680.0,3,B
210059100790,2,F,3,0,1.0,0,Niterói,577.4,512.3,494.5,679.5,740.0,5,B
210059113715,2,F,3,0,1.0,0,Niterói,404.7,494.8,470.0,498.1,920.0,5,B
210059844769,3,F,1,0,1.0,0,Nova Iguaçu,502.1,564.4,539.7,510.4,600.0,3,B
210060699705,3,F,3,0,1.0,0,Maricá,341.8,373.9,464.0,340.4,560.0,3,C
210060845779,2,F,1,0,1.0,0,Niterói,553.0,618.2,586.9,745.1,700.0,3,E
210060824837,2,F,1,0,1.0,0,Niterói,418.1,468.1,434.9,580.5,760.0,3,B
210059446984,4,F,2,0,1.0,0,Nilópolis,488.4,573.8,563.7,397.3,680.0,3,C
210058124162,2,F,3,0,1.0,0,Belford Roxo,471.7,521.5,550.2,410.0,600.0,3,F
210058424599,3,M,3,0,1.0,0,Nilópolis,559.5,489.9,532.3,641.8,780.0,5,D
210059844864,2,F,1,0,1.0,0,Niterói,584.6,631.5,585.0,714.3,680.0,5,L
210060927225,3,M,1,0,1.0,0,Maricá,553.3,586.6,544.6,727.9,840.0,4,D
210058931357,3,M,3,0,1.0,0,São João de Meriti,501.0,594.0,531.8,631.0,620.0,4,B
210058407040,3,M,3,0,1.0,0,Nilópolis,482.6,514.2,491.2,474.4,560.0,5,C
210059460065,4,F,2,0,1.0,0,São João de Meriti,385.8,521.6,547.8,479.6,440.0,3,C
210060319666,2,F,3,0,1.0,0,Nova Iguaçu,517.0,570.4,513.3,546.3,820.0,6,G
210059844780,2,F,1,0,1.0,0,Duque de Caxias,450.8,488.8,496.9,491.0,360.0,3,B
210058397570,2,M,3,0,1.0,0,Belford Roxo,480.8,512.3,511.4,638.2,560.0,4,B
210060865599,2,F,1,0,1.0,0,Maricá,519.8,572.4,568.9,477.6,840.0,3,D
210059857606,4,F,3,0,1.0,0,Belford Roxo,359.0,322.9,469.5,475.4,580.0,4,B
210060969260,3,F,3,0,1.0,0,Nova Iguaçu,406.1,433.6,408.2,409.3,440.0,5,A
210060699703,2,F,1,0,1.0,0,Maricá,414.2,467.4,413.6,473.1,580.0,4,B
210058563238,3,F,3,0,1.0,0,Nova Iguaçu,422.9,463.1,462.3,357.6,600.0,3,B
210061476154,3,F,1,0,1.0,0,Nova Iguaçu,412.4,546.5,534.4,466.8,660.0,4,B
210059332271,2,F,1,0,1.0,0,Duque de Caxias,461.1,511.6,521.4,461.5,580.0,2,D
210059481823,3,F,3,0,1.0,0,Nilópolis,480.8,406.3,502.3,455.5,760.0,3,B
210059453697,3,F,3,0,1.0,0,São João de Meriti,473.6,498.2,434.5,396.0,460.0,3,C
210059330052,2,F,2,0,1.0,0,Belford Roxo,535.4,588.4,559.8,611.2,820.0,2,D
210061476179,2,F,1,0,1.0,0,Duque de Caxias,454.8,365.9,490.7,497.7,480.0,3,C
210059866645,3,F,3,0,1.0,0,São João de Meriti,392.3,476.8,499.9,420.3,700.0,3,B
210059536002,2,F,2,0,1.0,0,São João de Meriti,471.2,531.9,534.6,488.7,560.0,3,D
210060454488,3,M,1,0,1.0,0,Belford Roxo,350.8,525.1,566.9,533.8,600.0,5,E
210059523036,2,F,1,0,1.0,0,Duque de Caxias,560.4,512.9,531.9,471.4,940.0,4,G
210061216130,5,M,1,0,1.0,0,Duque de Caxias,512.6,543.9,575.5,581.1,580.0,3,B
210060331429,3,F,3,0,1.0,0,Duque de Caxias,399.1,485.6,505.1,517.3,540.0,4,B
210059332279,3,F,3,0,1.0,0,Duque de Caxias,541.6,590.8,551.7,487.0,840.0,4,C
210059343107,2,F,1,0,1.0,0,Nova Iguaçu,466.5,448.7,433.7,406.6,720.0,5,C
210059508013,3,F,1,0,1.0,0,Maricá,503.2,647.9,604.4,648.1,760.0,3,N
210058576604,2,M,1,0,1.0,0,São João de Meriti,568.3,639.6,577.4,758.5,840.0,4,H
210061476192,2,F,2,0,1.0,0,Nova Iguaçu,475.5,569.4,491.2,442.6,680.0,4,E
210060379293,5,M,0,0,1.0,0,Duque de Caxias,478.0,575.7,516.9,558.0,780.0,3,C
210059356203,3,F,1,0,1.0,0,Duque de Caxias,440.9,527.0,547.8,500.4,800.0,3,B
210059810400,2,F,3,0,1.0,0,Belford Roxo,453.4,438.0,380.0,507.6,500.0,3,A
210059771324,2,F,1,0,1.0,0,Duque de Caxias,574.3,488.6,540.3,548.2,680.0,3,B
210061476174,3,F,2,0,1.0,0,Nova Iguaçu,496.4,465.3,548.2,409.7,640.0,5,D
210061165654,3,F,3,0,1.0,0,Niterói,473.7,535.6,457.9,460.6,580.0,2,C
210058817985,2,M,2,0,1.0,0,Nilópolis,563.4,678.2,567.7,633.7,480.0,4,H
210059115706,2,F,2,0,1.0,0,Belford Roxo,482.1,532.5,367.9,488.9,640.0,5,C
210058804162,2,M,1,0,1.0,0,Duque de Caxias,454.7,567.0,581.2,661.0,680.0,3,G
210059377713,4,M,3,0,1.0,0,Duque de Caxias,500.7,562.2,473.2,425.6,640.0,2,B
210059138124,3,F,1,0,1.0,0,São João de Meriti,496.7,506.2,439.9,494.1,880.0,4,A
210059883635,4,F,3,0,1.0,0,Duque de Caxias,393.5,423.6,419.1,573.1,560.0,6,B
210059573703,3,F,1,0,1.0,0,Niterói,526.6,397.9,526.9,620.8,720.0,7,C
210060203767,2,F,3,0,1.0,0,Duque de Caxias,477.7,520.9,519.4,497.2,820.0,6,B
210058817973,3,M,2,0,1.0,0,Nova Iguaçu,492.5,517.2,483.5,411.2,500.0,4,C
210059803568,2,M,3,0,1.0,0,Belford Roxo,519.9,576.8,506.2,653.4,700.0,4,D
210060948485,4,F,2,0,1.0,0,São João de Meriti,517.5,457.3,443.7,633.8,720.0,4,C
210059405890,3,F,3,0,1.0,0,Nova Iguaçu,507.9,462.6,492.3,357.6,880.0,3,A
210059193604,4,M,3,0,1.0,0,Nova Iguaçu,503.4,513.1,539.8,562.4,600.0,4,B
210058790948,3,F,3,0,1.0,0,São João de Meriti,486.6,572.9,447.6,414.8,860.0,3,C
210059377745,3,F,1,0,1.0,0,Duque de Caxias,546.8,581.3,555.3,668.7,920.0,2,C
210059128655,2,F,2,0,1.0,0,Duque de Caxias,491.0,443.5,510.7,353.1,440.0,2,B
210058516923,3,F,3,0,1.0,0,Nova Iguaçu,414.9,535.8,510.5,370.6,720.0,5,C
210059377725,4,F,2,0,1.0,0,Duque de Caxias,582.4,600.7,563.0,602.5,600.0,2,C
210058810736,3,F,3,0,1.0,0,Belford Roxo,480.1,576.8,541.8,394.7,480.0,3,B
210059128695,3,M,3,0,1.0,0,Nova Iguaçu,448.0,519.3,493.0,409.1,520.0,3,D
210060846025,2,M,1,0,1.0,0,Maricá,535.1,469.6,476.9,392.7,440.0,3,C
210059517378,3,M,1,0,1.0,0,Belford Roxo,581.0,605.9,587.3,478.0,600.0,4,D
210059965998,2,M,1,0,1.0,0,Niterói,554.2,635.9,586.7,822.0,880.0,4,Q
210060897945,3,M,2,0,1.0,0,Nilópolis,574.0,590.0,582.8,615.8,680.0,3,D
210059968074,3,F,2,0,1.0,0,Duque de Caxias,450.0,532.2,514.8,415.5,460.0,3,C
210059968147,2,F,3,0,1.0,0,Nova Iguaçu,440.8,501.9,518.5,438.4,520.0,3,D
210059803630,2,M,2,0,1.0,0,São João de Meriti,444.4,465.1,543.1,541.6,480.0,2,D
210059419946,2,F,4,0,1.0,0,Niterói,446.5,540.9,456.0,348.4,620.0,2,B
210058804210,3,F,3,0,1.0,0,Duque de Caxias,568.0,573.0,521.7,584.6,720.0,3,E
210060710998,2,M,2,0,1.0,0,Duque de Caxias,399.3,328.9,484.9,469.3,540.0,4,C
210059421896,3,M,3,0,1.0,0,Nova Iguaçu,547.2,500.5,417.0,530.9,440.0,6,C
210060121400,2,F,3,0,1.0,0,Duque de Caxias,555.3,550.7,569.9,670.3,680.0,3,B
210058790984,2,M,3,0,1.0,0,Nova Iguaçu,602.2,569.9,508.2,693.5,780.0,4,F
210059968171,2,F,1,0,1.0,0,Duque de Caxias,391.9,489.3,476.2,510.0,780.0,6,A
210058997348,2,F,2,0,1.0,0,Nilópolis,458.3,512.1,549.1,532.5,760.0,3,C
210058997391,2,F,1,0,1.0,0,Nova Iguaçu,542.6,663.1,619.0,613.8,780.0,2,A
210060825078,2,F,1,0,1.0,0,Niterói,475.2,542.2,498.3,545.2,820.0,3,E
210060720875,2,M,3,0,1.0,0,Niterói,561.0,669.2,584.5,719.7,900.0,4,E
210060907797,3,F,2,0,1.0,0,Nova Iguaçu,420.7,507.9,360.0,365.7,720.0,4,C
210059803592,4,M,3,0,1.0,0,Belford Roxo,390.2,440.3,443.3,478.9,520.0,3,A
210058434114,3,F,3,0,1.0,0,Maricá,538.9,531.7,500.0,491.5,280.0,5,B
210060093265,3,M,1,0,1.0,0,Niterói,489.6,396.5,395.4,341.8,620.0,2,F
210058453062,4,F,2,0,1.0,0,Nova Iguaçu,389.5,409.4,480.8,379.7,420.0,4,B
210058982494,5,F,2,0,1.0,0,Duque de Caxias,417.5,367.4,363.6,407.5,720.0,3,G
210059489270,2,F,3,0,1.0,0,Nilópolis,540.6,549.2,525.6,488.0,700.0,3,K
210059434922,2,M,1,0,1.0,0,Duque de Caxias,580.2,576.6,582.9,600.3,580.0,3,G
210058810693,3,F,2,0,1.0,0,Nova Iguaçu,514.4,440.5,383.7,438.8,600.0,4,B
210059790568,3,F,1,0,1.0,0,Nova Iguaçu,478.3,427.7,528.2,346.0,720.0,3,B
210058797511,3,M,3,0,1.0,0,Nova Iguaçu,454.0,345.6,465.3,360.3,580.0,3,D
210059955208,2,M,3,0,1.0,0,Niterói,615.5,661.2,614.3,703.5,720.0,7,E
210059872918,2,F,1,0,1.0,0,Nova Iguaçu,478.4,620.0,623.3,598.9,880.0,2,C
210059113884,3,F,1,0,1.0,0,Nilópolis,658.3,648.6,593.1,683.9,640.0,4,I
210059555630,2,F,1,0,1.0,0,Maricá,502.0,436.3,529.4,412.5,740.0,3,B
210059275854,4,M,2,0,1.0,0,Duque de Caxias,397.7,476.1,447.2,404.1,640.0,4,B
210059514415,3,F,1,0,1.0,0,Nova Iguaçu,517.3,542.1,531.4,559.6,680.0,4,D
210059489264,3,M,1,0,1.0,0,Duque de Caxias,600.9,561.2,534.8,653.5,340.0,6,D
210060710972,2,M,2,0,1.0,0,Duque de Caxias,489.6,500.3,553.6,406.6,600.0,3,M
210060108254,3,F,3,0,1.0,0,Duque de Caxias,469.3,463.9,486.0,449.1,340.0,3,A
210059330253,2,F,2,0,1.0,0,São João de Meriti,375.6,355.5,377.5,426.5,460.0,3,C
210060518832,3,F,1,0,1.0,0,Nova Iguaçu,461.6,584.1,603.8,568.9,840.0,2,E
210060437657,2,F,3,0,1.0,0,Niterói,425.8,477.1,437.5,391.4,520.0,4,B
210060890482,3,F,1,0,1.0,0,Nova Iguaçu,333.1,369.2,401.3,350.8,480.0,3,B
210059389552,3,F,1,0,1.0,0,Nova Iguaçu,446.9,349.4,316.6,370.3,600.0,6,B
210058627434,3,F,3,0,1.0,0,Duque de Caxias,504.7,534.1,580.1,574.1,700.0,4,C
210060880643,2,F,1,0,1.0,0,Belford Roxo,436.8,469.1,489.7,410.8,520.0,5,I
210059949225,2,F,3,0,1.0,0,Niterói,571.7,631.8,619.0,675.2,900.0,2,B
210059376447,4,M,1,0,1.0,0,Duque de Caxias,514.0,507.3,497.0,413.0,620.0,4,D
210059964265,3,M,3,0,1.0,0,São João de Meriti,450.1,474.2,446.9,439.5,480.0,2,B
210059689095,4,M,1,0,1.0,0,Nova Iguaçu,499.1,436.3,531.1,457.9,760.0,4,E
210059647981,3,M,3,0,1.0,0,Duque de Caxias,506.8,501.7,536.0,572.0,560.0,4,D
210058627442,3,M,3,0,1.0,0,Duque de Caxias,597.1,584.2,486.0,581.3,880.0,5,D
210059702188,3,M,1,0,1.0,0,Niterói,560.9,634.3,636.4,778.1,980.0,3,K
210060332782,2,F,3,0,1.0,0,São João de Meriti,500.8,550.4,547.4,492.8,680.0,3,E
210059702147,2,F,3,0,1.0,0,Nova Iguaçu,450.4,567.3,576.9,590.9,800.0,3,A
210059528062,3,F,1,0,2.0,0,Niterói,500.1,582.8,560.2,499.8,720.0,6,D
210059376370,3,F,2,0,1.0,0,Niterói,460.1,526.3,531.9,591.3,520.0,4,H
210060319670,3,M,1,0,1.0,0,Niterói,496.0,529.8,518.9,463.9,740.0,3,H
210058546141,2,F,2,0,1.0,0,Duque de Caxias,436.3,551.8,521.2,470.2,800.0,3,D
210060425718,2,F,2,0,1.0,0,São João de Meriti,482.8,563.3,502.4,485.8,680.0,4,D
210059977297,3,F,3,0,1.0,0,Duque de Caxias,425.0,479.0,416.6,495.9,640.0,2,B
210060931152,2,M,1,0,1.0,0,Niterói,671.6,628.0,646.4,799.9,560.0,4,P
210059335197,3,F,1,0,1.0,0,Nilópolis,609.0,629.5,587.8,492.7,760.0,3,E
210059756356,3,F,1,0,1.0,0,Duque de Caxias,406.8,545.6,527.8,546.7,900.0,3,E
210060404574,4,F,3,0,1.0,0,Nova Iguaçu,540.2,532.2,561.4,450.3,680.0,2,B
210060408241,3,M,2,0,1.0,0,Nova Iguaçu,463.7,502.3,520.8,549.8,760.0,3,C
210060332750,2,F,3,0,1.0,0,Nova Iguaçu,457.7,524.7,529.7,483.1,640.0,6,I
210059425654,3,F,3,0,1.0,0,Duque de Caxias,460.5,389.6,466.4,351.7,680.0,3,B
210059384453,2,M,1,0,1.0,0,Nova Iguaçu,586.8,631.3,628.6,767.1,680.0,4,I
210059306165,3,F,2,0,1.0,0,São João de Meriti,506.3,501.1,446.5,515.4,760.0,5,C
210059440672,2,F,1,0,1.0,0,Nova Iguaçu,428.4,483.4,528.3,560.6,920.0,2,G
210060402406,2,F,1,0,1.0,0,Maricá,513.8,508.0,526.3,443.2,820.0,5,E
210060437608,3,F,1,0,1.0,0,São João de Meriti,439.8,566.1,542.6,408.9,620.0,5,B
210059812369,2,F,5,0,1.0,0,Nova Iguaçu,541.9,517.1,566.9,571.9,860.0,2,B
210058546115,3,F,1,0,1.0,0,São João de Meriti,394.7,527.9,466.0,353.4,860.0,2,D
210060422638,3,M,1,0,1.0,0,Niterói,766.4,684.0,728.5,908.6,920.0,4,H
210059894900,2,M,1,0,1.0,0,Niterói,698.6,671.6,640.9,843.3,940.0,5,Q
210059541257,3,M,1,0,1.0,0,Nova Iguaçu,582.5,603.5,588.3,762.1,880.0,4,C
210059389500,2,F,1,0,1.0,0,Nova Iguaçu,437.3,438.5,487.8,373.8,320.0,4,C
210059508063,3,F,3,0,1.0,0,Maricá,499.8,512.6,545.7,577.0,920.0,4,B
210060828756,2,F,3,0,1.0,0,Nova Iguaçu,487.3,579.5,608.0,643.9,940.0,2,B
210060483154,3,F,3,0,1.0,0,Duque de Caxias,572.8,623.9,577.0,649.2,880.0,5,E
210060354485,2,F,1,0,1.0,0,Niterói,461.5,508.2,482.9,442.3,700.0,4,C
210059208535,2,F,3,0,1.0,0,Nova Iguaçu,447.2,503.9,440.7,371.1,620.0,2,B
210060424544,3,M,2,0,2.0,0,Nilópolis,623.4,704.0,624.8,719.8,660.0,2,D
210059541232,2,F,2,0,2.0,0,Belford Roxo,543.0,559.8,539.1,458.1,920.0,5,B
210060354470,2,F,3,0,1.0,0,São João de Meriti,588.9,642.6,638.3,659.9,920.0,4,L
210061476207,2,F,2,0,1.0,0,Nova Iguaçu,479.4,432.7,526.2,461.2,540.0,4,C
210059430699,2,F,1,0,1.0,0,Niterói,493.7,645.8,614.5,625.6,880.0,5,D
210058576622,2,F,2,0,1.0,0,Niterói,380.3,557.0,537.0,473.6,820.0,2,A
210059486944,3,F,1,0,1.0,0,Nova Iguaçu,466.8,506.3,503.3,377.9,780.0,6,B
210060424508,3,M,2,0,1.0,0,Niterói,521.9,639.2,616.6,515.5,480.0,3,B
210060424531,2,F,3,0,1.0,0,Duque de Caxias,448.8,444.8,501.8,475.7,640.0,5,B
210060424553,2,M,3,0,1.0,0,Nova Iguaçu,436.7,563.1,498.9,774.2,640.0,4,B
210059771363,3,F,2,0,1.0,0,Nova Iguaçu,409.3,576.0,540.0,376.6,640.0,3,C
210060890440,3,F,3,0,1.0,0,Duque de Caxias,436.3,579.6,514.0,458.6,560.0,3,B
210061277876,3,F,2,0,1.0,0,Niterói,475.4,453.0,505.2,502.8,580.0,4,H
210059879833,3,M,3,0,1.0,0,Duque de Caxias,511.4,539.5,528.6,627.0,320.0,4,C
210060890442,4,M,0,0,1.0,0,Belford Roxo,469.2,522.7,493.0,485.0,900.0,1,A
210059936076,4,F,2,0,1.0,0,Niterói,488.1,512.5,438.3,514.1,560.0,3,D
210059661009,3,F,1,0,1.0,0,Nova Iguaçu,445.9,570.7,544.6,594.2,760.0,2,B
210060495603,3,F,3,0,1.0,0,Nova Iguaçu,486.3,571.0,576.9,477.9,560.0,3,B
210059384414,3,F,2,0,1.0,0,Nova Iguaçu,511.1,531.2,544.9,479.9,940.0,3,H
210060880589,3,F,3,0,1.0,0,Belford Roxo,408.9,389.2,444.1,493.4,680.0,3,B
210059660993,2,F,3,0,1.0,0,Niterói,461.9,558.2,482.1,382.7,920.0,5,C
210060432345,4,F,3,0,1.0,0,Niterói,481.9,421.9,455.9,352.6,700.0,4,B
210060432327,2,M,3,0,1.0,0,Duque de Caxias,453.4,470.8,442.2,386.3,500.0,3,C
210058399017,4,F,1,0,1.0,0,Niterói,382.3,433.1,475.8,500.2,460.0,2,A
210058426020,3,F,1,0,1.0,0,Duque de Caxias,482.5,567.6,543.8,506.0,460.0,3,C
210060649086,3,F,1,0,1.0,0,Nova Iguaçu,468.0,479.5,486.6,470.6,760.0,4,E
210058818084,4,M,3,0,1.0,0,Niterói,466.9,572.7,554.3,497.1,640.0,4,C
210060026513,2,M,4,0,1.0,0,Duque de Caxias,519.8,516.7,489.6,445.0,620.0,4,L
210058777286,3,F,2,0,1.0,0,Duque de Caxias,452.3,539.5,547.2,489.0,740.0,3,C
210060680072,3,F,1,0,1.0,0,Niterói,522.2,556.3,647.2,615.4,860.0,5,F
210060026497,3,M,3,0,1.0,0,Duque de Caxias,376.4,561.6,568.3,548.1,760.0,4,B
210059886004,3,F,1,0,1.0,0,Duque de Caxias,469.1,606.7,577.0,675.2,900.0,4,G
210059193630,2,F,3,0,1.0,0,Nova Iguaçu,510.3,488.9,486.3,363.2,800.0,5,B
210060803713,3,M,3,0,1.0,0,Belford Roxo,436.6,395.7,461.2,407.8,700.0,5,B
210058997402,2,F,3,0,1.0,0,Duque de Caxias,518.3,542.6,557.2,448.4,820.0,2,C
210059376552,3,M,3,0,1.0,0,Nova Iguaçu,387.8,449.1,457.7,464.8,640.0,4,B
210059523148,3,M,3,0,1.0,0,Duque de Caxias,384.1,326.7,361.5,380.8,480.0,5,B
210060828771,2,M,1,0,1.0,0,Niterói,523.5,560.7,454.1,477.7,620.0,4,C
210059619983,2,F,3,0,1.0,0,Duque de Caxias,511.1,555.3,564.2,371.4,680.0,3,C
210059634968,2,M,3,0,1.0,0,Niterói,535.8,524.1,460.2,510.4,640.0,5,F
210059363446,2,F,3,0,1.0,0,Nova Iguaçu,522.7,623.4,614.6,539.6,840.0,3,B
210059894918,3,F,1,0,1.0,0,Niterói,452.4,518.1,539.6,452.6,820.0,3,D
210059619984,2,F,3,0,1.0,0,Nova Iguaçu,477.5,453.3,473.1,369.0,520.0,2,B
210059593866,3,F,1,0,1.0,0,Duque de Caxias,456.0,530.9,553.2,437.0,620.0,3,E
210060859688,3,F,2,0,1.0,0,Niterói,525.2,559.2,555.5,399.1,520.0,2,C
210059923118,2,F,1,0,1.0,0,São João de Meriti,488.5,508.9,522.2,398.9,720.0,5,D
210060732020,3,F,1,0,1.0,0,Maricá,518.4,556.7,559.5,544.4,840.0,2,B
210060586406,3,F,3,0,1.0,0,Nova Iguaçu,499.0,513.6,529.7,491.1,600.0,3,E
210060454570,3,F,3,0,1.0,0,Belford Roxo,474.3,577.9,492.0,507.6,540.0,5,F
210059619995,3,F,2,0,1.0,0,São João de Meriti,514.6,568.0,491.0,510.6,780.0,7,B
210059881830,3,F,2,0,1.0,0,Nova Iguaçu,513.8,524.8,462.4,394.0,700.0,4,B
210059908054,2,M,3,0,1.0,0,Nova Iguaçu,556.7,662.9,608.6,703.5,920.0,4,C
210060732011,3,F,1,0,1.0,0,Niterói,539.2,566.5,517.0,643.6,920.0,4,D
210060134527,2,F,4,0,1.0,0,Nova Iguaçu,499.7,549.4,564.8,559.4,620.0,3,B
210060422690,3,F,1,0,1.0,0,Duque de Caxias,482.6,544.3,521.3,508.1,700.0,2,B
210059606931,2,F,2,0,1.0,0,São João de Meriti,421.1,387.9,396.1,339.7,480.0,3,A
210059195490,2,F,3,0,1.0,0,Niterói,442.1,449.2,490.8,382.7,560.0,5,I
210059648019,3,F,1,0,1.0,0,Duque de Caxias,417.8,516.9,553.2,464.3,600.0,3,C
210059866799,2,F,0,0,1.0,0,Niterói,499.1,557.7,508.6,512.7,860.0,4,B
210058610819,3,M,1,0,1.0,0,Niterói,616.8,666.1,691.7,791.0,720.0,4,E
210058610842,3,M,3,0,1.0,0,Belford Roxo,369.5,479.3,415.0,333.5,520.0,5,C
210060782701,2,F,1,0,1.0,0,Niterói,583.8,624.0,640.2,739.7,920.0,5,P
210058818070,3,F,3,0,1.0,0,São João de Meriti,491.6,569.6,565.2,453.9,600.0,3,C
210060162671,2,F,3,0,1.0,0,Maricá,498.4,628.5,603.7,656.8,600.0,3,B
210059476240,3,F,3,0,1.0,0,Duque de Caxias,437.1,419.6,352.1,371.2,340.0,4,C
210059102820,2,M,2,0,1.0,0,Duque de Caxias,424.5,524.0,465.1,516.0,480.0,4,C
210060917671,2,M,1,0,1.0,0,Nova Iguaçu,500.6,579.0,558.8,637.7,440.0,4,D
210058784487,2,F,2,0,1.0,0,Nova Iguaçu,430.1,365.5,414.9,452.8,440.0,4,B
210059100870,2,F,3,0,1.0,0,Nova Iguaçu,519.4,575.2,571.4,629.8,860.0,4,A
210059364683,4,F,2,0,1.0,0,Maricá,490.7,545.2,415.8,411.0,380.0,4,B
210059152518,4,F,1,0,1.0,0,Nova Iguaçu,431.0,424.1,401.7,459.3,560.0,3,D
210060162654,3,F,3,0,1.0,0,Duque de Caxias,379.9,382.3,398.6,420.0,520.0,4,B
210059075012,3,F,1,0,1.0,0,Duque de Caxias,451.9,640.0,560.1,413.7,740.0,3,D
210059113939,2,M,3,0,1.0,0,Nova Iguaçu,394.4,490.3,447.6,665.0,580.0,3,H
210059100873,3,F,3,0,1.0,0,Nova Iguaçu,488.0,482.0,525.1,564.9,560.0,7,C
210059074995,2,F,3,0,1.0,0,Belford Roxo,469.2,459.3,452.4,498.4,360.0,3,B
210059885788,4,M,1,0,1.0,0,Duque de Caxias,481.7,532.8,501.9,451.3,540.0,4,C
210060793859,3,F,1,0,1.0,0,Nilópolis,551.3,554.3,516.7,574.1,720.0,4,B
210060216902,3,F,1,0,1.0,0,Duque de Caxias,557.9,537.8,619.0,601.7,860.0,3,C
210059885913,3,F,3,0,1.0,0,Belford Roxo,537.0,469.1,523.6,419.9,580.0,2,A
210058777213,3,M,2,0,1.0,0,Duque de Caxias,530.5,555.8,565.5,471.0,620.0,4,C
210058824628,3,F,2,0,1.0,0,Niterói,542.3,595.5,602.3,545.2,820.0,4,E
210058497930,4,F,3,0,1.0,0,Nova Iguaçu,475.4,434.0,503.5,382.8,320.0,7,B
210060917657,1,F,3,0,1.0,0,Nova Iguaçu,453.9,436.9,490.6,470.6,620.0,4,D
210058824609,4,M,1,0,1.0,0,Duque de Caxias,451.2,457.8,479.1,348.8,320.0,3,D
210059885899,2,F,2,0,1.0,0,Nova Iguaçu,494.9,589.5,560.9,599.8,940.0,2,C
